Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,ElapsedTime_0,ElapsedTime_1,Sequence_Length
760,You gotta take the canoe!,Tony,anger,negative,70,5,4,2,"00:10:35,885","00:10:37,260",0,1,17,0.0,0.6518771331058021,1.0,0.0,1
762,Were not throwing it away! I built that canoe!,Peter,anger,negative,70,7,4,2,"00:10:46,520","00:10:49,564",0,1,17,0.4724738675958188,0.0,0.3142857142857143,1.0,2
862,Who in the hell are you?,Charlton Heston,anger,negative,83,2,4,14,"00:15:52,576","00:15:54,577",0,1,18,0.0,0.0,1.0,1.0,1
937,Wait-wait-wait-wait-wait-wait-wait-wait!!,Joanna,fear,negative,94,5,4,9,"00:11:54,964","00:11:58,299",0,1,19,0.0,0.0,1.0,1.0,1
938,If youre gonna get all sensitive about it!,Joanna,anger,negative,94,6,4,9,"00:11:58,467","00:12:01,386",0,1,19,0.6890243902439024,0.0,0.0,1.0,2
939,I dont want to lose you.,Joanna,sadness,negative,94,7,4,9,"00:12:01,554","00:12:02,929",0,0,19,0.6890243902439024,0.0,0.0,1.0,3
943,"You can have your own office, and a raise! Effective tomorrow.",Joanna,joy,positive,94,11,4,9,"00:12:13,524","00:12:16,526",1,1,19,0.6890243902439024,0.0,0.0,1.0,1
945,Done!,Joanna,joy,positive,94,13,4,9,"0:12:18,779","0:12:19,983",1,1,19,0.0,0.46014856454527203,1.0,0.29411764705882354,2
947,"Sophie, get in here!",Joanna,joy,positive,94,15,4,9,"0:12:21,491","0:12:23,063",1,1,19,0.0,0.5540955631399318,1.0,0.15,3
1011,"Umm, this is great wine.",Kristen,joy,positive,103,0,8,4,"00:09:13,386","00:09:16,805",1,1,20,0.0,0.0,1.0,1.0,1
1017,I love hiking!,Kristen,joy,positive,103,6,8,4,"0:09:52,634","0:09:52,774",1,1,20,0.0,0.6518771331058021,1.0,0.0,2
1029,"Uh-oh, I feel another one coming.",Janice,fear,negative,106,5,8,23,"00:21:41,455","00:21:43,707",0,1,21,0.0,0.0,1.0,1.0,1
1125,Nobody sees the king!,Jester,anger,negative,115,4,3,7,"00:21:40,882","00:21:42,842",0,1,22,0.0,0.0,1.0,1.0,1
1131,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",Sarah,sadness,negative,116,2,3,10,"00:04:42,282","00:04:49,788",0,0,23,0.0,0.0,1.0,1.0,1
1136,"No. The one in Atlantic City, Dad loves the slots. He says hes gonna double the college money my Grandma left me.",Sarah,sadness,negative,116,7,3,10,"00:05:08,516","00:05:17,232",0,0,23,0.6890243902439024,0.0,0.0,1.0,2
1192,"Well, if that were true, Id dating my Aunt Ruth.",Pete,joy,positive,122,8,3,18,"00:07:15,643","00:07:18,228",1,1,24,0.0,0.0,1.0,1.0,1
1193,And the two times we went out were just plain awkward.,Pete,disgust,negative,122,9,3,18,"00:07:20,064","00:07:26,111",0,1,24,0.0,0.6518771331058021,1.0,0.0,1
1224,"I left a bra drying on the shower rod, you dont think your son will think its yours and be horribly traumatised?",Emily,joy,positive,125,0,4,18,"00:02:30,400","00:02:35,445",1,1,25,0.0,0.0,1.0,1.0,1
1233,"Mornings here! Sunshine is here! The sky is clear, the mornings here! The mornings here!",The Singing Man,joy,positive,126,0,4,19,"00:00:06,756","00:00:22,271",1,1,26,0.0,0.0,1.0,1.0,1
1235,Oh come on! Mornings here!  Mornings here! The morning is here! Sunshine is here!,The Singing Man,joy,positive,126,2,4,19,"00:00:29,029","00:00:36,160",1,1,26,0.0,0.6518771331058021,1.0,0.0,2
1267,Become a drama critic!,Kate,joy,positive,129,0,3,22,"00:10:00,933","00:10:03,226",1,1,27,0.0,0.0,1.0,1.0,1
1268,I am hurt!  A plague on both your houses!,The Director,sadness,negative,129,1,3,22,"00:10:08,149","00:10:17,198",0,0,27,0.0,0.6518771331058021,1.0,0.0,1
1269,"By the way, he dumped me tonight after he read my review.",Kate,sadness,negative,129,2,3,22,"00:10:19,076","00:10:22,746",0,0,27,0.29011553273427465,0.0,0.5789473684210527,1.0,2
1271,"Yep! I sure know how to pick em, huh? Y'know I gave up a part on a soap for this!",Kate,sadness,negative,129,4,3,22,"00:10:25,291","00:10:32,589",0,0,27,0.5236585365853658,0.0,0.24,1.0,3
1377,"Hi, Julie!",All,joy,positive,142,1,2,5,"00:03:14,360","00:03:16,820",1,1,28,0.0,0.0,1.0,1.0,1
1458,Absolutely.  I love the way you kiss.,Eric,joy,positive,149,3,8,7,"00:14:13,978","00:14:16,020",1,1,29,0.0,0.0,1.0,1.0,1
1459,Oh my God! Oh my God! Im so sorry!,Mona,fear,negative,150,0,8,8,"00:10:59,659","00:11:01,785",0,1,30,0.0,0.0,1.0,1.0,1
1461,You think you can knock up my daughter and then not marry her?! Im gonna kill you!!,Dr. Green,anger,negative,150,2,8,8,"00:11:14,382","00:11:20,553",0,1,30,0.6890243902439024,0.0,0.0,1.0,2
1482,"I know, I know, I'm such an idiot.",Paul,joy,positive,152,1,1,1,"00:10:24,498","00:10:28,793",1,1,31,0.0,0.0,1.0,1.0,1
1505,Youre disturbing my oboe practice.,Mr. Heckles,anger,negative,153,10,3,6,"00:10:00,558","00:10:02,934",0,1,32,0.0,0.0,1.0,1.0,1
1507,I could play the oboe!,Mr. Heckles,anger,negative,153,12,3,6,"0:10:04,523","0:10:06,491",0,1,32,0.6890243902439024,0.0,0.0,1.0,2
1509,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",Mark,joy,positive,154,1,3,12,"00:14:03,759","00:14:14,018",1,1,33,0.0,0.0,1.0,1.0,1
1519,Hey its Mona! From the wedding.,Mona,joy,positive,155,2,8,5,"00:20:40,572","00:20:43,074",1,1,34,0.0,0.0,1.0,1.0,1
1521,Hi!,Mona,joy,positive,155,4,8,5,"0:20:44,953","0:20:45,907",1,1,34,0.0,0.6518771331058021,1.0,0.0,2
1556,Chandler is fantastic!!,Joanna,joy,positive,159,0,3,20,"00:09:36,284","00:09:38,660",1,1,35,0.0,0.0,1.0,1.0,1
1559,Yknow how people just click?,Joanna,joy,positive,159,2,3,20,"0:09:41,122","0:09:41,903",1,1,35,0.0,0.6518771331058021,1.0,0.0,2
1560,"Like he came by to pick me up, and I opened the door, and it was just like, click!",Joanna,joy,positive,159,3,3,20,"00:09:41,998","00:09:46,293",1,1,35,0.0,0.6518771331058021,1.0,0.0,3
1563,"Oh, and hes got such a good heart! Doesnt he have a good heart?",Joanna,joy,positive,159,5,3,20,"00:09:48,170","00:09:50,922",1,1,35,0.0,0.6518771331058021,1.0,0.0,4
1565,"Oh, I know and hes soo sweet! Listen, he said he was going to call, so put him straight through.",Joanna,joy,positive,159,7,3,20,"00:09:51,090","00:09:55,010",1,1,35,0.0,0.6518771331058021,1.0,0.0,5
1566,Isnt this great?!,Sophie,joy,positive,159,8,3,20,"0:09:55,177","0:09:56,512",1,1,35,0.0,0.6518771331058021,1.0,0.0,6
1584,"Yeah, me too.",Mark,sadness,negative,160,16,3,14,"00:06:13,456","00:06:15,207",0,0,36,0.0,0.0,1.0,1.0,1
1635,"Cause every time I see your face, I cant help but fall from grace. I know.....",Singer,joy,positive,167,0,3,14,"00:00:10,135","00:00:18,100",1,1,37,0.0,0.0,1.0,1.0,1
1694,It's brilliant!,David,joy,positive,172,3,9,23,"0:06:20,762","0:06:21,796",1,1,38,0.0,0.0,1.0,1.0,1
1695,"Goodbye Mike, we'll see you at the wedding, fella!",David,joy,positive,172,4,9,23,"00:06:21,881","00:06:25,008",1,1,38,0.0,0.6518771331058021,1.0,0.0,2
1712,Morning!,Hitchhiker,joy,positive,173,10,6,1,"00:11:42,410","00:11:43,702",1,1,39,0.0,0.0,1.0,1.0,1
1713,Everything was delicious!,1st Customer,joy,positive,174,0,9,19,"0:05:55,731","0:05:57,443",1,1,40,0.0,0.0,1.0,1.0,1
1715,It was. The duck in particular was superb.,2nd Customer,joy,positive,174,2,9,19,"00:05:57,900","00:06:00,444",1,1,40,0.0,0.6518771331058021,1.0,0.0,2
1719,The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,negative,174,6,9,19,"00:06:16,168","00:06:19,463",0,0,40,0.0,0.6518771331058021,1.0,0.0,1
1745,"So, whats this about?",Tag,joy,positive,177,0,8,2,"00:15:57,122","00:15:58,790",1,1,41,0.0,0.0,1.0,1.0,1
1749,Whats going on Rach?,Tag,joy,positive,177,4,8,2,"00:16:25,359","00:16:27,235",1,1,41,0.0,0.6518771331058021,1.0,0.0,2
1751,"Yknow, Im actually glad Phoebe called.",Tag,joy,positive,177,6,8,2,"00:16:37,663","00:16:40,331",1,1,41,0.0,0.6518771331058021,1.0,0.0,3
1752,"I know we broke up because you thought I wasnt mature enough, but Ive really grown up and think we should get back together.",Tag,joy,positive,177,7,8,2,"00:16:45,838","00:16:52,468",1,1,41,0.0,0.6518771331058021,1.0,0.0,4
1754,It is the right time.,Tag,joy,positive,177,9,8,2,"0:16:55,014","0:16:56,266",1,1,41,0.0,0.6518771331058021,1.0,0.0,5
1795,Look how nervous he gets! We havent slept together in years!,Janice,joy,positive,180,14,8,24,"00:03:21,564","00:03:25,234",1,1,42,0.0,0.0,1.0,1.0,1
1824,"Ahh, look at you, you look great.",Duncan,joy,positive,183,5,2,4,"00:09:59,098","00:10:01,308",1,1,43,0.0,0.0,1.0,1.0,1
1831,You always said I'd make it.,Duncan,joy,positive,183,12,2,4,"00:10:23,080","00:10:24,789",1,1,43,0.0,0.6518771331058021,1.0,0.0,2
1839,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",Jane,joy,positive,184,0,9,20,"00:05:46,751","00:05:49,462",1,1,44,0.0,0.0,1.0,1.0,1
1848,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",Message,joy,positive,184,9,9,20,"00:06:11,943","00:06:15,488",1,1,44,0.0,0.6518771331058021,1.0,0.0,2
1875,I really like waking up with you.,Gary,joy,positive,186,0,5,21,"00:19:59,698","00:20:01,282",1,1,45,0.0,0.0,1.0,1.0,1
1877,That would be great!,Gary,joy,positive,186,2,5,21,"00:20:09,166","00:20:10,917",1,1,45,0.0,0.6518771331058021,1.0,0.0,2
1883,Hi!,Bonnie,joy,positive,187,2,3,24,"00:08:27,423","00:08:28,507",1,1,46,0.0,0.0,1.0,1.0,1
1890,Thanks! You too.,Bonnie,joy,positive,187,9,3,24,"00:08:48,945","00:08:50,153",1,1,46,0.0,0.6518771331058021,1.0,0.0,2
1927,He has the most amazing Porsche under there!,Woman,joy,positive,191,3,6,5,"00:21:29,788","00:21:32,373",1,1,47,0.0,0.0,1.0,1.0,1
1940,"Wow, thats great.",Leslie,joy,positive,193,1,3,14,"00:13:53,707","00:13:54,999",1,1,48,0.0,0.0,1.0,1.0,1
2015,Oh good.,Elizabeth,joy,positive,201,2,6,19,"00:10:08,941","00:10:10,650",1,1,49,0.0,0.0,1.0,1.0,1
2021,You are so adorable.,Elizabeth,joy,positive,201,8,6,19,"00:10:51,150","00:10:53,985",1,1,49,0.0,0.6518771331058021,1.0,0.0,2
2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,anger,negative,206,4,1,23,"00:08:22,335","00:08:25,212",0,1,50,0.0,0.0,1.0,1.0,1
2078,"All right, that's it. I want both of you out.",Carol,anger,negative,206,9,1,23,"00:08:31,511","00:08:33,803",0,1,50,0.6890243902439024,0.0,0.0,1.0,2
2080,He started it!,Susan,anger,negative,206,11,1,23,"0:08:33,971","0:08:34,973",0,1,50,0.6890243902439024,0.0,0.0,1.0,3
2083,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,negative,206,13,1,23,"00:08:35,598","00:08:42,687",0,1,50,0.6890243902439024,0.0,0.0,1.0,4
2085,Now go!,Carol,anger,negative,206,14,1,23,"00:08:39,227","00:08:42,687",0,1,50,0.6890243902439024,0.0,0.0,1.0,5
2087,See what you did.,Susan,anger,negative,206,16,1,23,"0:08:45,983","0:08:46,669",0,1,50,0.6890243902439024,0.0,0.0,1.0,6
2089,Out,Carol,anger,negative,206,18,1,23,"0:08:47,694","0:08:49,225",0,1,50,0.6890243902439024,0.0,0.0,1.0,7
2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,positive,207,11,3,15,"00:15:22,838","00:15:28,343",1,1,51,0.0,0.0,1.0,1.0,1
2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,negative,208,0,5,10,"00:15:09,575","00:15:15,496",0,1,52,0.0,0.0,1.0,1.0,1
2115,"Oh, this is so good  you have got to try it.",Krista,joy,positive,208,5,5,10,"00:15:34,725","00:15:38,019",1,1,52,0.6890243902439024,0.0,0.0,1.0,1
2116,"Oh, damn! I got it on my pants.",Danny,anger,negative,208,6,5,10,"0:15:49,031","0:15:51,242",0,1,52,0.0,0.4074232081911263,1.0,0.375,1
2119,Yep.  I'm gonna wear these on our date tonight.,Danny,joy,positive,208,9,5,10,"0:16:03,754","0:16:05,506",1,1,52,0.35639192598822533,0.0,0.4827586206896552,1.0,1
2128,I found the picture!,Richard,anger,negative,210,0,7,23,"00:18:11,006","00:18:12,799",0,1,53,0.0,0.0,1.0,1.0,1
2130,The picture of my wife! In your pack!,Richard,anger,negative,210,2,7,23,"00:18:16,553","00:18:19,597",0,1,53,0.6890243902439024,0.0,0.0,1.0,2
2132,Why do have a picture of Paulette in your pack?!,Richard,anger,negative,210,4,7,23,"00:18:24,311","00:18:27,814",0,1,53,0.6890243902439024,0.0,0.0,1.0,3
2134,Cut! Wonderful!,The Director,joy,positive,210,6,7,23,"00:18:37,741","00:18:40,451",1,1,53,0.6890243902439024,0.0,0.0,1.0,1
2136,"Oh youre awesome! And, in that last speech? You soaked me.",Richard,joy,positive,210,8,7,23,"00:18:44,957","00:18:48,584",1,1,53,0.0,0.4237201365187714,1.0,0.35,2
2140,"So Chandler, your parents mustve been thrilled when you told them you were engaged.",Mrs. Geller,joy,positive,211,0,7,2,"00:09:26,023","00:09:29,734",1,1,54,0.0,0.0,1.0,1.0,1
2142,I remember when we first got engaged.,Mr. Geller,joy,positive,211,2,7,2,"00:09:33,239","00:09:35,490",1,1,54,0.0,0.6518771331058021,1.0,0.0,2
2145,"Well, Id gotten Judy pregnant. I still dont know how that happened.",Mr. Geller,joy,positive,211,5,7,2,"00:09:38,077","00:09:43,999",1,1,54,0.0,0.6518771331058021,1.0,0.0,3
2146,You dont know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,negative,211,6,7,2,"00:09:44,166","00:09:48,503",0,1,54,0.0,0.6518771331058021,1.0,0.0,1
2152,"You tell her Jack, I cant do it.",Mrs. Geller,fear,negative,211,12,7,2,"0:10:13,154","0:10:14,981",0,1,54,0.11811846689895465,0.0,0.8285714285714286,1.0,2
2230,They-they-they can smell fear.,Joshua,fear,negative,221,5,4,18,"00:12:04,682","00:12:06,015",0,1,55,0.0,0.0,1.0,1.0,1
2231,Bing! Ho! And the Bing-ette!,Doug,joy,positive,222,0,8,11,"00:03:38,593","00:03:41,970",1,1,56,0.0,0.0,1.0,1.0,1
2234,"Hi. So good news, the divorce is final. I signed the papers this A.M.",Doug,joy,positive,222,3,8,11,"00:03:44,974","00:03:49,394",1,1,56,0.0,0.6518771331058021,1.0,0.0,2
2236,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",Doug,joy,positive,222,5,8,11,"00:03:52,190","00:04:01,365",1,1,56,0.0,0.6518771331058021,1.0,0.0,3
2239,"So the divorce, the marriage, weve got a lot to celebrate.",Doug,joy,positive,222,8,8,11,"00:04:04,452","00:04:08,622",1,1,56,0.0,0.6518771331058021,1.0,0.0,4
2242,"Tomorrow night it is then, I should be out of court by six.",Doug,joy,positive,222,11,8,11,"00:04:17,548","00:04:25,847",1,1,56,0.0,0.6518771331058021,1.0,0.0,5
2243,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,Doug,joy,positive,222,12,8,11,"00:04:20,551","00:04:25,847",1,1,56,0.0,0.6518771331058021,1.0,0.0,6
2271,Yeah that would be great! Let me make sure Im not doing anything Tuesday.,Jake,joy,positive,224,5,7,22,"00:05:48,556","00:06:05,739",1,1,57,0.0,0.0,1.0,1.0,1
2272,Ugh.  Ross!,Carol,disgust,negative,225,0,3,17,"00:21:58,608","00:22:00,735",0,1,58,0.0,0.0,1.0,1.0,1
2274,"Ahh, nooo!!",Carol,joy,positive,225,2,3,17,"00:22:02,000","00:22:03,446",1,1,58,0.6890243902439024,0.0,0.0,1.0,1
2278,"Youre a genius, Ross.",Carol,joy,positive,225,6,3,17,"00:22:11,705","00:22:12,830",1,1,58,0.0,0.2005775794171699,1.0,0.6923076923076923,2
2287,"Oh wow, you look great! Glad you could make it.",Danny,joy,positive,226,1,5,7,"00:18:33,403","00:18:35,530",1,1,59,0.0,0.0,1.0,1.0,1
2295,You two could really hit it off! I'm gonna go mingle.,Danny,joy,positive,226,9,5,7,"00:19:08,147","00:19:12,859",1,1,59,0.0,0.6518771331058021,1.0,0.0,2
2304,"I'm gonna go talk to uh, a friend.",Tom,sadness,negative,226,17,5,7,"00:19:41,805","00:19:44,473",0,0,59,0.0,0.6518771331058021,1.0,0.0,1
2364,"Yes! Yes! Please, just give it to me!",The Woman,joy,positive,234,1,7,9,"00:11:30,648","00:11:33,900",1,1,60,0.0,0.0,1.0,1.0,1
2399,Good choice.,The Vendor,anger,negative,236,13,4,23,"0:10:04,478","0:10:05,104",0,1,61,0.0,0.0,1.0,1.0,1
2410,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",Julio,sadness,negative,237,8,3,12,"00:16:44,795","00:16:53,094",0,0,62,0.0,0.0,1.0,1.0,1
