Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,ElapsedTime_0,ElapsedTime_1,Sequence_Length
553,I was gonna give you a chance to apologise to me.,Rachel,disgust,negative,51,3,3,15,"00:11:22,431","00:11:25,433",0,1,9,0.7319587628865979,0.0,0.0,1.0,2
555,You had no,Rachel,anger,negative,51,5,3,15,"00:11:28,938","00:11:31,981",0,1,9,0.7319587628865979,0.0,0.0,1.0,3
557,"But I told you, I didnt have the time!",Rachel,anger,negative,51,7,3,15,"00:11:47,206","00:11:49,958",0,1,9,0.7319587628865979,0.0,0.0,1.0,4
559,"Wh, Ross what do you want from me?",Rachel,anger,negative,51,9,3,15,"00:11:54,755","00:11:56,423",0,1,9,0.7319587628865979,0.0,0.0,1.0,5
560,"You want me, you want me to quit my job so you can feel like you have a girlfriend?",Rachel,anger,negative,51,10,3,15,"00:11:56,590","00:11:59,467",0,1,9,0.7319587628865979,0.0,0.0,1.0,6
583,So forcing her to marry Bobby is gonna make that happen?,Rachel,sadness,negative,54,1,8,10,"00:19:27,291","00:19:29,876",0,0,10,0.0,0.0,1.0,1.0,1
605,No! Seriously! Whats wrong with you?!,Rachel,anger,negative,54,23,8,10,"00:21:12,396","00:21:15,106",0,1,10,0.7319587628865979,0.0,0.0,1.0,2
607,So did I. I'm really glad Monica asked us out.,Rachel,joy,positive,55,1,5,10,"00:10:53,611","00:10:56,738",1,1,11,0.0,0.0,1.0,1.0,1
611,Hi!,Rachel,joy,positive,55,5,5,10,"00:11:26,727","00:11:28,061",1,1,11,0.0,0.5726141078838174,1.0,0.0,2
703,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",Rachel,joy,positive,65,3,1,7,"00:08:19,790","00:08:34,554",1,1,12,0.0,0.0,1.0,1.0,1
720,I would love to live with you Ross.. thats-thats great! Thank you!,Rachel,joy,positive,67,2,6,3,"00:08:15,369","00:08:18,413",1,1,13,0.0,0.0,1.0,1.0,1
723,"Ross-Ross, you have no idea what this means to me!",Rachel,joy,positive,67,5,6,3,"00:08:30,259","00:08:32,594",1,1,13,0.0,0.5726141078838174,1.0,0.0,2
724,"I mean, I mean I was gonna be homeless.",Rachel,sadness,negative,67,6,6,3,"0:08:32,762","0:08:34,389",0,0,13,0.0,0.5726141078838174,1.0,0.0,1
725,You just saved me!,Rachel,joy,positive,67,7,6,3,"0:08:34,389","0:08:35,951",1,1,13,0.36597938144329895,0.0,0.5,1.0,1
726,Youre my hero!,Rachel,joy,positive,67,8,6,3,"0:08:35,951","0:08:37,142",1,1,13,0.0,0.38174273858921165,1.0,0.3333333333333333,2
728,"Oh, I have to go tell Monica what a wonderful brother she has!",Rachel,joy,positive,67,10,6,3,"00:08:41,938","00:08:45,732",1,1,13,0.0,0.19087136929460582,1.0,0.6666666666666666,3
801,It was an amazing night.,Rachel,joy,positive,76,5,8,4,"0:19:49,396","0:19:50,868",1,1,14,0.0,0.0,1.0,1.0,1
803,You think it looked amazing?,Rachel,sadness,negative,76,7,8,4,"00:19:56,153","00:19:59,280",0,0,14,0.0,0.5726141078838174,1.0,0.0,1
808,Hello baby girl.,Rachel,joy,positive,77,4,8,24,"0:10:07,053","0:10:08,096",1,1,15,0.0,0.0,1.0,1.0,1
810,I dont like sitting up here! Im just gonna over,Rachel,anger,negative,78,1,6,17,"00:21:13,605","00:21:16,315",0,1,16,0.0,0.0,1.0,1.0,1
816,Oh but look! Thats gonna leave a stain!,Rachel,disgust,negative,79,1,6,18,"00:16:28,570","00:16:31,072",0,1,17,0.0,0.0,1.0,1.0,1
820,Ive never lived like this before.,Rachel,disgust,negative,79,5,6,18,"0:16:43,752","0:16:45,554",0,1,17,0.7319587628865979,0.0,0.0,1.0,2
866,Im not gonna marry Chandler!,Rachel,anger,negative,84,2,4,20,"00:21:03,929","00:21:05,888",0,1,18,0.0,0.0,1.0,1.0,1
870,"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it.",Rachel,sadness,negative,84,6,4,20,"00:21:22,823","00:21:33,165",0,0,18,0.7319587628865979,0.0,0.0,1.0,2
886,"Oh, me too.",Rachel,joy,positive,86,10,5,18,"00:09:36,993","00:09:38,702",1,1,19,0.0,0.0,1.0,1.0,1
887,"Oh, are you sure you're ok?",Rachel,sadness,negative,87,0,1,5,"0:21:55,897","0:21:57,441",0,0,20,0.0,0.0,1.0,1.0,1
889,Does it still hurt?,Rachel,sadness,negative,87,2,1,5,"0:21:58,483","0:22:00,075",0,0,20,0.7319587628865979,0.0,0.0,1.0,2
898,Good for you Pheebs!,Rachel,joy,positive,88,1,9,21,"00:20:52,793","00:20:55,878",1,1,21,0.0,0.0,1.0,1.0,1
904,Hi!,Rachel,joy,positive,89,2,4,20,"00:09:34,448","00:09:35,824",1,1,22,0.0,0.0,1.0,1.0,1
908,"What do you mean, handling it?",Rachel,joy,positive,89,6,4,20,"0:09:46,085","0:09:47,097",1,1,22,0.0,0.5726141078838174,1.0,0.0,2
909,Theres nothing to handle.,Rachel,joy,positive,89,7,4,20,"0:09:47,097","0:09:48,219",1,1,22,0.0,0.5726141078838174,1.0,0.0,3
911,"Yknow, theyre not gonna get married anyway!",Rachel,anger,negative,89,9,4,20,"0:09:52,925","0:09:55,136",0,1,22,0.0,0.5726141078838174,1.0,0.0,1
913,Come on!,Rachel,anger,negative,89,11,4,20,"0:09:56,679","0:09:57,472",0,1,22,0.4066437571592211,0.0,0.4444444444444444,1.0,2
914,They rushed into this thing so fast its ridiculous!,Rachel,disgust,negative,89,12,4,20,"0:09:57,472","0:10:00,734",0,1,22,0.6587628865979381,0.0,0.1,1.0,3
918,"Im telling ya, youre gonna be dancing at my wedding before youre dancing at theres.",Rachel,joy,positive,89,16,4,20,"00:10:08,316","00:10:11,776",1,1,22,0.3485517918507609,0.0,0.5238095238095238,1.0,1
934,Said what? Exactly.,Rachel,fear,negative,94,2,4,9,"00:11:45,579","00:11:46,955",0,1,23,0.0,0.0,1.0,1.0,1
936,"Oh my God!! Ohh, that is it! Im leaving! You are just a horrible person!",Rachel,disgust,negative,94,4,4,9,"00:11:52,211","00:11:58,299",0,1,23,0.7319587628865979,0.0,0.0,1.0,2
942,Say more things like that.,Rachel,joy,positive,94,10,4,9,"00:12:10,229","00:12:12,731",1,1,23,0.7319587628865979,0.0,0.0,1.0,1
948,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Rachel,joy,positive,95,0,5,3,"00:04:00,782","00:04:04,409",1,1,24,0.0,0.0,1.0,1.0,1
952,"Anyway, they want to take us out Saturday night! What do you say?",Rachel,joy,positive,95,4,5,3,"00:04:12,001","00:04:15,671",1,1,24,0.0,0.5726141078838174,1.0,0.0,2
956,You-you're the one who's been telling me to get over Ross and move on.,Rachel,anger,negative,95,8,5,3,"00:04:25,348","00:04:29,059",0,1,24,0.0,0.5726141078838174,1.0,0.0,1
974,That almost hit me in the face.,Rachel,anger,negative,97,3,3,9,"00:04:31,104","00:04:33,772",0,1,25,0.0,0.0,1.0,1.0,1
1021,Oh we-we didnt.,Rachel,joy,positive,104,1,8,23,"00:21:15,011","00:21:16,596",1,1,26,0.0,0.0,1.0,1.0,1
1048,Hey! Great advice on that Joey thing!,Rachel,joy,positive,108,2,8,17,"00:11:48,916","00:11:51,876",1,1,27,0.0,0.0,1.0,1.0,1
1050,Oh it was perfect! I mean it really felt like he was my friend again.,Rachel,joy,positive,108,4,8,17,"00:11:54,547","00:11:56,798",1,1,27,0.0,0.5726141078838174,1.0,0.0,2
1059,"Well, I just checked our messages and Joshua didnt call.",Rachel,sadness,negative,109,6,4,14,"00:14:38,711","00:14:41,963",0,0,28,0.0,0.0,1.0,1.0,1
1060,I mean youd think hed be worried about me not showing up at his club.,Rachel,sadness,negative,109,7,4,14,"00:14:42,131","00:14:45,550",0,0,28,0.7319587628865979,0.0,0.0,1.0,2
1061,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Rachel,sadness,negative,109,8,4,14,"00:14:45,718","00:14:50,513",0,0,28,0.7319587628865979,0.0,0.0,1.0,3
1160,"Monica, betting the apartment, I dont know about this.",Rachel,fear,negative,120,0,4,12,"00:13:04,533","00:13:07,494",0,1,29,0.0,0.0,1.0,1.0,1
1164,"All right, lets do it.",Rachel,fear,negative,120,4,4,12,"0:13:21,050","0:13:23,512",0,1,29,0.7319587628865979,0.0,0.0,1.0,2
1196,"I mean that aint a pretty picture in the morning, yknow what I mean.",Rachel,disgust,negative,122,12,3,18,"0:07:34,046","0:07:36,643",0,1,30,0.0,0.0,1.0,1.0,1
1197,"That wig all in disarray, and boobs flung over the night stand, y'know.",Rachel,disgust,negative,122,13,3,18,"00:07:36,747","00:07:46,631",0,1,30,0.7319587628865979,0.0,0.0,1.0,2
1234,HEY!! Do you,Rachel,anger,negative,126,1,4,19,"00:00:24,941","00:00:28,527",0,1,31,0.0,0.0,1.0,1.0,1
1238,Stop it! I will kill you. I hate the fact that my room is so small.,Rachel,anger,negative,126,5,4,19,"00:01:03,354","00:01:12,738",0,1,31,0.7319587628865979,0.0,0.0,1.0,2
1240,"Monica, you dont even have a bed, you sleep in a ball on the floor!",Rachel,anger,negative,126,7,4,19,"00:01:15,784","00:01:19,661",0,1,31,0.7319587628865979,0.0,0.0,1.0,3
1242,Im sorry. Im so sorry.,Rachel,sadness,negative,126,9,4,19,"00:01:27,837","00:01:29,713",0,0,31,0.7319587628865979,0.0,0.0,1.0,4
1282,Hi Joey! What are you doing here?,Rachel,joy,positive,130,0,7,5,"00:06:00,902","00:06:03,362",1,1,32,0.0,0.0,1.0,1.0,1
1307,"Yeah. Well, umm.....",Rachel,sadness,negative,132,2,3,15,"00:16:15,683","00:16:18,559",0,0,33,0.0,0.0,1.0,1.0,1
1309,"Yeah, Im fine.",Rachel,sadness,negative,132,4,3,15,"00:16:20,604","00:16:22,772",0,0,33,0.7319587628865979,0.0,0.0,1.0,2
1311,"No! Really, no, please, please, thats, thats okay.",Rachel,sadness,negative,132,6,3,15,"00:16:25,526","00:16:28,236",0,0,33,0.7319587628865979,0.0,0.0,1.0,3
1313,"Oh, yeah, Im not, Im not hungry.",Rachel,sadness,negative,132,8,3,15,"0:16:30,823","0:16:32,617",0,0,33,0.7319587628865979,0.0,0.0,1.0,4
1342,"Okay, I have to tell you something that I have never admitted during our entire friendship!",Rachel,anger,negative,138,0,5,12,"00:11:52,795","00:11:55,964",0,1,34,0.0,0.0,1.0,1.0,1
1343,"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",Rachel,anger,negative,138,1,5,12,"00:11:56,132","00:12:00,343",0,1,34,0.7319587628865979,0.0,0.0,1.0,2
1344,"Wow, that feels so good to get off my chest!",Rachel,joy,positive,138,2,5,12,"0:12:00,511","0:12:02,388",1,1,34,0.7319587628865979,0.0,0.0,1.0,1
1345,"Okay, you go!",Rachel,anger,negative,138,3,5,12,"0:12:02,388","0:12:03,876",0,1,34,0.0,0.38174273858921165,1.0,0.3333333333333333,1
1347,"Ugh, Monica, I know about you and Chandler.",Rachel,disgust,negative,138,5,5,12,"00:12:08,102","00:12:12,313",0,1,34,0.18298969072164947,0.0,0.75,1.0,2
1353,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",Rachel,anger,negative,138,11,5,12,"00:12:44,472","00:12:51,603",0,1,34,0.13308341143392685,0.0,0.8181818181818182,1.0,3
1357,All right. So you're telling me that there is nothing going on between you and Chandler.,Rachel,anger,negative,138,15,5,12,"00:13:08,329","00:13:11,956",0,1,34,0.47362037598544565,0.0,0.35294117647058826,1.0,4
1380,Oh shoot! I work Monday nights.,Rachel,sadness,negative,143,2,3,9,"00:21:56,773","00:21:59,400",0,0,35,0.0,0.0,1.0,1.0,1
1463,"Okay! So, well just stay married.",Rachel,joy,positive,151,0,6,1,"00:12:18,404","00:12:21,156",1,1,36,0.0,0.0,1.0,1.0,1
1465,And I will make everyone call me Mrs. Geller!,Rachel,joy,positive,151,2,6,1,"00:12:22,867","00:12:26,661",1,1,36,0.0,0.5726141078838174,1.0,0.0,2
1474,"Ohh, okay, Im sorry.",Rachel,sadness,negative,151,11,6,1,"0:13:19,131","0:13:21,509",0,0,36,0.0,0.5726141078838174,1.0,0.0,1
1479,You are asking me to be your wife!,Rachel,anger,negative,151,16,6,1,"00:13:46,116","00:13:49,911",0,1,36,0.4966863033873343,0.0,0.32142857142857145,1.0,2
1492,"Barry, I'm sorry...",Rachel,sadness,negative,152,9,1,1,"0:10:53,277","0:10:54,737",0,0,37,0.0,0.0,1.0,1.0,1
1493,I am so sorry...,Rachel,sadness,negative,152,10,1,1,"0:10:54,737","0:10:56,422",0,0,37,0.7319587628865979,0.0,0.0,1.0,2
1494,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",Rachel,sadness,negative,152,11,1,1,"00:10:56,614","00:11:06,706",0,0,37,0.7319587628865979,0.0,0.0,1.0,3
1508,Ohhh! That is soo sweet!,Rachel,joy,positive,154,0,3,12,"00:13:59,713","00:14:02,799",1,1,38,0.0,0.0,1.0,1.0,1
1537,"Uh, lets rip!",Rachel,fear,negative,156,7,8,2,"0:14:27,992","0:14:28,743",0,1,39,0.0,0.0,1.0,1.0,1
1539,Oh Phoebe!,Rachel,joy,positive,156,9,8,2,"0:14:29,785","0:14:30,427",1,1,39,0.7319587628865979,0.0,0.0,1.0,1
1564,"Oh, I know...",Rachel,joy,positive,159,6,3,20,"00:09:51,090","00:09:52,674",1,1,40,0.0,0.0,1.0,1.0,1
1569,"Hi, sweetie!",Rachel,joy,positive,160,1,3,14,"0:05:29,714","0:05:30,891",1,1,41,0.0,0.0,1.0,1.0,1
1573,I?ve got some bad news.,Rachel,sadness,negative,160,5,3,14,"0:05:37,295","0:05:38,922",0,0,41,0.0,0.5726141078838174,1.0,0.0,1
1583,Well we?re gonna miss you around here.,Rachel,sadness,negative,160,15,3,14,"00:06:10,870","00:06:12,996",0,0,41,0.1428212220266532,0.0,0.8048780487804879,1.0,2
1608,"Yeah, maybe...",Rachel,joy,positive,164,8,1,1,"00:21:18,235","00:21:21,821",1,1,42,0.0,0.0,1.0,1.0,1
1657,"Ross, no! There is",Rachel,anger,negative,168,9,5,24,"00:06:38,439","00:06:41,525",0,1,43,0.0,0.0,1.0,1.0,1
1659,"Ross, I am a human doodle!!",Rachel,anger,negative,168,11,5,24,"00:06:44,070","00:06:46,071",0,1,43,0.7319587628865979,0.0,0.0,1.0,2
1665,"Oh wait, dont you have to pay for your,  Busty Ladies?",Rachel,joy,positive,169,1,6,15,"00:03:42,430","00:03:46,350",1,1,44,0.0,0.0,1.0,1.0,1
1683,Hmmm... this is so nice.,Rachel,joy,positive,171,0,1,7,"00:12:24,452","00:12:26,244",1,1,45,0.0,0.0,1.0,1.0,1
1723,Thank you. Thank you so much!,Rachel,joy,positive,175,2,1,9,"00:07:58,394","00:08:00,896",1,1,46,0.0,0.0,1.0,1.0,1
1726,"What, what, what is it with you and this holiday?",Rachel,anger,negative,175,5,1,9,"00:08:12,200","00:08:14,784",0,1,46,0.0,0.5726141078838174,1.0,0.0,1
1750,"Nothing! Phoebe kinda made a mistake. But yknow you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,fear,negative,177,5,8,2,"00:16:27,403","00:16:40,331",0,1,47,0.0,0.0,1.0,1.0,1
1753,"Oh, its just not the right time.",Rachel,sadness,negative,177,8,8,2,"00:16:52,761","00:16:54,804",0,0,47,0.7319587628865979,0.0,0.0,1.0,2
1769,"I knew it! I knew it, ahh.",Rachel,joy,positive,179,10,7,22,"00:13:43,948","00:13:46,407",1,1,48,0.0,0.0,1.0,1.0,1
1786,Oh not bad. Do you know that feeling when youre trying to blow a Saint Bernard out your ass?,Rachel,sadness,negative,180,5,8,24,"00:02:32,265","00:02:37,478",0,0,49,0.0,0.0,1.0,1.0,1
1803,I just saw Danny getting on the subway with a girl and he had his arm around her.,Rachel,sadness,negative,182,1,5,10,"00:06:57,834","00:07:02,921",0,0,50,0.0,0.0,1.0,1.0,1
1805,"Well, you should be, this is all your fault! You meddled in our relationship!!",Rachel,anger,negative,182,3,5,10,"00:07:04,757","00:07:11,596",0,1,50,0.7319587628865979,0.0,0.0,1.0,2
1807,"No, but I was doing my thing and everything was going according to the plan!",Rachel,anger,negative,182,5,5,10,"00:07:13,766","00:07:18,603",0,1,50,0.7319587628865979,0.0,0.0,1.0,3
1843,Hey!,Rachel,joy,positive,184,4,9,20,"0:05:56,344","0:05:57,613",1,1,51,0.0,0.0,1.0,1.0,1
1845,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",Rachel,sadness,negative,184,6,9,20,"00:05:59,138","00:06:03,351",0,0,51,0.0,0.5726141078838174,1.0,0.0,1
1852,And you weren't going to tell us? How did you think you were    gonna get away with that?,Rachel,anger,negative,184,13,9,20,"00:06:26,457","00:06:32,421",0,1,51,0.07319587628865977,0.0,0.9,1.0,2
1856,"Oh, that's why you got these tickets to that play, to get rid    of us??",Rachel,anger,negative,184,17,9,20,"00:06:42,473","00:06:45,685",0,1,51,0.47736441057821605,0.0,0.34782608695652173,1.0,3
1858,And last year is that why you sent us to that medieval times    restaurant?,Rachel,anger,negative,184,19,9,20,"00:06:47,103","00:06:50,565",0,1,51,0.6601980998585001,0.0,0.09803921568627451,1.0,4
1860,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",Rachel,anger,negative,184,21,9,20,"00:06:52,817","00:06:57,446",0,1,51,0.6666053019145802,0.0,0.08928571428571429,1.0,5
1866,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",Rachel,sadness,negative,185,5,1,24,"00:08:42,438","00:08:49,819",0,0,52,0.0,0.0,1.0,1.0,1
1881,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",Rachel,sadness,negative,187,0,3,24,"00:08:18,664","00:08:23,293",0,0,53,0.0,0.0,1.0,1.0,1
1895,"Oh sure I am, because you always have to be right.",Rachel,anger,negative,188,4,4,2,"00:09:48,004","00:09:52,173",0,1,54,0.0,0.0,1.0,1.0,1
1903,There he is!,Rachel,joy,positive,189,5,5,12,"0:09:29,957","0:09:30,415",1,1,55,0.0,0.0,1.0,1.0,1
1906,"Ohh, out, oh God, I don't know why we didn't think to check there!",Rachel,anger,negative,189,8,5,12,"00:09:37,743","00:09:42,289",0,1,55,0.0,0.5726141078838174,1.0,0.0,1
1936,Ewww. Yeah. Umm. I think Im gonna stay here.,Rachel,disgust,negative,192,5,8,7,"00:21:35,919","00:21:41,966",0,1,56,0.0,0.0,1.0,1.0,1
1951,"Okay, great.",Rachel,joy,positive,195,2,3,5,"00:18:40,869","00:18:42,370",1,1,57,0.0,0.0,1.0,1.0,1
1952,You freak.,Rachel,disgust,negative,195,3,3,5,"00:18:42,538","00:18:44,956",0,1,57,0.0,0.5726141078838174,1.0,0.0,1
1960,"Oh-oh, you lie.",Rachel,disgust,negative,195,11,3,5,"00:19:12,276","00:19:15,069",0,1,57,0.04574742268041237,0.0,0.9375,1.0,2
1968,"Honey, hes about to go hit on Isabella Rosselini. Im just sorry we dont got popcorn.",Rachel,joy,positive,195,19,3,5,"00:19:41,054","00:19:46,309",1,1,57,0.38397836741592023,0.0,0.47540983606557374,1.0,1
1990,Oh thats all right!,Rachel,joy,positive,199,1,6,19,"0:20:47,412","0:20:48,264",1,1,58,0.0,0.0,1.0,1.0,1
1991,"Yknow, I ended up having a really good time.",Rachel,joy,positive,199,2,6,19,"0:20:48,264","0:20:50,186",1,1,58,0.0,0.5726141078838174,1.0,0.0,2
1992,"Yknow, the charity was a big success and they raised a lot of money and awareness.",Rachel,joy,positive,199,3,6,19,"00:20:50,290","00:20:54,752",1,1,58,0.0,0.5726141078838174,1.0,0.0,3
2044,Its not kicking right now. Although we would love to see you do  that again.,Rachel,joy,positive,203,2,8,14,"00:06:35,360","00:06:41,800",1,1,59,0.0,0.0,1.0,1.0,1
2046,Last night! I just felt it and I went into Joeys room and he was sleeping,Rachel,joy,positive,203,4,8,14,"00:06:44,080","00:06:47,640",1,1,59,0.0,0.5726141078838174,1.0,0.0,2
2048,"So c'mon, you guys, tell me all the dirt!",Rachel,joy,positive,204,0,1,4,"00:07:31,451","00:07:34,119",1,1,60,0.0,0.0,1.0,1.0,1
2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083",0,0,60,0.0,0.5726141078838174,1.0,0.0,1
2068,"Oh, they're firemen guys.",Rachel,joy,positive,205,6,1,14,"00:22:27,971","00:22:32,058",1,1,61,0.0,0.0,1.0,1.0,1
2219,Hi! Phoebe.,Rachel,joy,positive,220,1,4,22,"0:10:39,639","0:10:40,265",1,1,62,0.0,0.0,1.0,1.0,1
2305,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",Rachel,disgust,negative,226,18,5,7,"00:19:44,683","00:19:49,770",0,1,63,0.0,0.0,1.0,1.0,1
2306,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,Rachel,joy,positive,226,19,5,7,"00:19:53,734","00:19:59,447",1,1,63,0.7319587628865979,0.0,0.0,1.0,1
2308,Yeah!,Rachel,joy,positive,226,21,5,7,"00:20:02,784","00:20:04,285",1,1,63,0.0,0.2863070539419087,1.0,0.5,2
2332,I dont have ten minutes!!,Rachel,anger,negative,231,7,3,15,"0:10:37,189","0:10:38,183",0,1,64,0.0,0.0,1.0,1.0,1
2334,"Hey, Ross!!! I told you I dont!",Rachel,anger,negative,231,9,3,15,"0:10:39,889","0:10:42,063",0,1,64,0.7319587628865979,0.0,0.0,1.0,2
2379,Cos I was gonna say theres no way you couldve done the end the way you guys did it back then!,Rachel,joy,positive,235,3,6,10,"00:21:14,064","00:21:23,781",1,1,65,0.0,0.0,1.0,1.0,1
2447,"Which you're not, because you've totally hung up on him!",Rachel,anger,negative,241,5,9,22,"0:01:35,929","0:01:37,491",0,1,66,0.0,0.0,1.0,1.0,1
2454,That's not what we're gonna do!,Rachel,disgust,negative,241,12,9,22,"0:02:01,079","0:02:03,749",0,1,66,0.7319587628865979,0.0,0.0,1.0,2
2495,"What did, what did he say?",Rachel,fear,negative,244,4,2,4,"00:11:41,409","00:11:43,284",0,1,67,0.0,0.0,1.0,1.0,1
2521,"Y'know what? I cannot do this with my left hand! Would you please, help me with this too?",Rachel,anger,negative,251,0,3,21,"00:11:38,197","00:11:45,328",0,1,68,0.0,0.0,1.0,1.0,1
2588,"Thats right, still no baby!  Come on people! Please make some room!",Rachel,sadness,negative,256,0,8,22,"00:01:08,890","00:01:14,437",0,0,69,0.0,0.0,1.0,1.0,1
2590,You. Like you havent done enough.,Rachel,anger,negative,256,2,8,22,"00:01:20,193","00:01:27,408",0,1,69,0.7319587628865979,0.0,0.0,1.0,2
2595,God.  I have never been so uncomfortable in my entire life!,Rachel,joy,positive,256,7,8,22,"00:02:04,404","00:02:09,659",1,1,69,0.7319587628865979,0.0,0.0,1.0,1
2598,Can you tell it to me when youre getting me some iced tea?,Rachel,sadness,negative,256,10,8,22,"0:02:13,955","0:02:16,500",0,0,69,0.0,0.4753777499412824,1.0,0.16981132075471697,1
2599,"Oh God, get out!",Rachel,anger,negative,256,11,8,22,"0:02:20,295","0:02:21,630",0,1,69,0.4117268041237113,0.0,0.4375,1.0,2
2600,Get out!!,Rachel,anger,negative,256,12,8,22,"0:02:21,630","0:02:22,262",0,1,69,0.6889023650697392,0.0,0.058823529411764705,1.0,3
2601,Get out!!,Rachel,anger,negative,256,13,8,22,"0:02:22,262","0:02:23,013",0,1,69,0.6912943871706758,0.0,0.05555555555555555,1.0,4
2602,Get out!,Rachel,anger,negative,256,14,8,22,"0:02:23,013","0:02:24,597",0,1,69,0.6934346174715138,0.0,0.05263157894736842,1.0,5
2606,Oh my God.Whats he gonna do now?,Rachel,fear,negative,257,1,8,12,"0:20:47,537","0:20:50,165",0,1,70,0.0,0.0,1.0,1.0,1
2607,I cant watch!,Rachel,fear,negative,257,2,8,12,"0:20:50,165","0:20:51,542",0,1,70,0.7319587628865979,0.0,0.0,1.0,2
2609,"Seriously, how can you watch this?",Rachel,sadness,negative,257,4,8,12,"0:20:54,586","0:20:57,798",0,0,70,0.7319587628865979,0.0,0.0,1.0,3
2610,Arent you scared?,Rachel,fear,negative,257,5,8,12,"0:20:57,798","0:20:57,936",0,1,70,0.7319587628865979,0.0,0.0,1.0,4
2629,"Aww Pheebs, that sucks!",Rachel,sadness,negative,260,6,3,25,"00:14:31,704","00:14:33,872",0,0,71,0.0,0.0,1.0,1.0,1
2693,Hey Ross! I brought reinforcements.,Rachel,joy,positive,270,1,5,16,"00:15:27,072","00:15:32,513",1,1,72,0.0,0.0,1.0,1.0,1
2698,"Ohh, and the nicest girlfriend!",Rachel,joy,positive,271,2,5,15,"00:15:09,450","00:15:11,910",1,1,73,0.0,0.0,1.0,1.0,1
2700,"Ohh, you're so sweet!",Rachel,joy,positive,271,4,5,15,"0:15:14,343","0:15:15,387",1,1,73,0.0,0.5726141078838174,1.0,0.0,2
2754,"Oh, Joey, I have such a problem!",Rachel,fear,negative,275,5,5,11,"00:15:07,114","00:15:10,325",0,1,74,0.0,0.0,1.0,1.0,1
