Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,ElapsedTime_0,ElapsedTime_1,Sequence_Length
411,I talk to you and nothin.,Joey,anger,negative,39,4,3,19,"00:11:11,003","00:11:13,421",0,1,12,0.6330275229357798,0.0,0.0,1.0,3
412,"You look at me, and its nothin.",Joey,anger,negative,39,5,3,19,"0:11:13,589","0:11:15,258",0,1,12,0.6330275229357798,0.0,0.0,1.0,4
413,Nothing.,Joey,anger,negative,39,6,3,19,"0:11:15,258","0:11:16,114",0,1,12,0.6330275229357798,0.0,0.0,1.0,5
422,"Ah, its says so in the script!",Joey,anger,negative,39,15,3,19,"00:11:47,123","00:11:59,467",0,1,12,0.6330275229357798,0.0,0.0,1.0,6
423,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch.",Joey,anger,negative,39,16,3,19,"00:11:53,295","00:12:02,929",0,1,12,0.6330275229357798,0.0,0.0,1.0,7
425,It does in mine!,Joey,anger,negative,39,18,3,19,"0:12:02,529","0:12:02,973",0,1,12,0.6330275229357798,0.0,0.0,1.0,8
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,negative,40,1,8,4,"00:04:40,405","00:04:43,532",0,1,13,0.0,0.0,1.0,1.0,1
432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,positive,40,6,8,4,"00:04:55,169","00:04:57,421",1,1,13,0.6330275229357798,0.0,0.0,1.0,1
434,"Hey, hang up! You get food poisoning just talkin to that place.",Joey,disgust,negative,40,8,8,4,"00:05:06,681","00:05:10,726",0,1,13,0.0,0.3299667957941339,1.0,0.4230769230769231,1
438,All right! Ill have a sandwich!,Joey,joy,positive,40,12,8,4,"00:05:19,777","00:05:21,945",1,1,13,0.2901376146788991,0.0,0.5416666666666666,1.0,1
453,You're one to talk.,Joey,disgust,negative,41,12,1,13,"0:05:47,514","0:05:47,871",0,1,14,0.0,0.0,1.0,1.0,1
455,Oh man. Please tell me one of 'em is Ma.,Joey,disgust,negative,41,14,1,13,"00:05:55,605","00:05:58,648",0,1,14,0.6330275229357798,0.0,0.0,1.0,2
471,"Dude, I am sorry about what I said!",Joey,sadness,negative,45,0,4,18,"00:16:58,976","00:17:01,936",0,0,15,0.0,0.0,1.0,1.0,1
498,"No, no wait, for get them, we got one, hard left.",Joey,joy,positive,47,7,2,6,"00:06:28,346","00:06:31,765",1,1,16,0.0,0.0,1.0,1.0,1
506,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Joey,joy,positive,47,15,2,6,"00:06:55,832","00:06:59,126",1,1,16,0.0,0.5719424460431655,1.0,0.0,2
507,What'd I tell you? What'd I tell you?,Joey,joy,positive,47,16,2,6,"00:07:04,298","00:07:05,674",1,1,16,0.0,0.5719424460431655,1.0,0.0,3
531,Ah whatever!,Joey,anger,negative,49,21,6,18,"0:14:03,061","0:14:04,360",0,1,17,0.0,0.0,1.0,1.0,1
532,"Morning! Hey, hows my favorite genius and my little robot buddy?!",Joey,joy,positive,50,0,6,21,"00:14:11,308","00:14:15,436",1,1,18,0.0,0.0,1.0,1.0,1
538,I-I keep hearing all these rumors that I might get fired.,Joey,fear,negative,50,5,6,21,"00:14:19,859","00:14:24,279",0,1,18,0.0,0.5719424460431655,1.0,0.0,1
539,"Okay, they even have actors coming in to read for my part!",Joey,fear,negative,50,6,6,21,"00:14:24,446","00:14:27,657",0,1,18,0.3895553987297107,0.0,0.38461538461538464,1.0,2
540,"Come on man, you-you got to give me a second chance!",Joey,sadness,negative,50,7,6,21,"00:14:27,825","00:14:30,326",0,0,18,0.5143348623853211,0.0,0.1875,1.0,3
541,"I mean, I love-I love this little guy!",Joey,joy,positive,50,8,6,21,"0:14:30,494","0:14:31,956",1,1,18,0.5330758087880251,0.0,0.15789473684210525,1.0,1
546,Stupid!,Joey,anger,negative,50,13,6,21,"0:14:39,795","0:14:41,881",0,1,18,0.0,0.14298561151079137,1.0,0.75,1
548,God!,Joey,anger,negative,50,15,6,21,"0:14:42,215","0:14:42,929",0,1,18,0.47477064220183485,0.0,0.25,1.0,2
582,"One pregnant woman at a time, please! I just want you to be okay.",Joey,disgust,negative,54,0,8,10,"00:19:18,574","00:19:27,123",0,1,19,0.0,0.0,1.0,1.0,1
584,"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I cant!",Joey,anger,negative,54,2,8,10,"00:19:30,043","00:19:40,803",0,1,19,0.6330275229357798,0.0,0.0,1.0,2
590,Because! Cause Cause youre my baby sister!,Joey,sadness,negative,54,8,8,10,"00:20:07,623","00:20:09,582",0,0,19,0.6330275229357798,0.0,0.0,1.0,3
595,"Well Id be scared of them, but all right.",Joey,fear,negative,54,13,8,10,"00:20:21,261","00:20:24,138",0,1,19,0.6330275229357798,0.0,0.0,1.0,4
599,Of course hes gonna have his Uncle Joey!,Joey,joy,positive,54,17,8,10,"00:20:36,860","00:20:40,655",1,1,19,0.6330275229357798,0.0,0.0,1.0,1
601,Thats right! By his uncle too!,Joey,joy,positive,54,19,8,10,"0:20:51,083","0:20:52,460",1,1,19,0.0,0.28597122302158273,1.0,0.5,2
604,Come here!,Joey,joy,positive,54,22,8,10,"0:21:03,179","0:21:04,950",1,1,19,0.0,0.4085303186022611,1.0,0.2857142857142857,3
695,I call it!!,Joey,joy,positive,64,8,7,16,"00:02:48,084","00:02:49,085",1,1,20,0.0,0.0,1.0,1.0,1
698,Does calling it not mean anything anymore?!,Joey,anger,negative,64,11,7,16,"00:02:56,301","00:02:58,468",0,1,20,0.0,0.5719424460431655,1.0,0.0,1
745,"Uh, listen, I just wanna thank you for this great opportunity.",Joey,joy,positive,68,1,1,6,"00:13:40,069","00:13:43,738",1,1,21,0.0,0.0,1.0,1.0,1
763,Good for you!!,Joey,anger,negative,70,8,4,2,"00:10:50,816","00:10:52,400",0,1,22,0.0,0.0,1.0,1.0,1
788,"Okay, good, so there you go. Go with Vince.",Joey,joy,positive,74,0,3,23,"00:07:09,762","00:07:12,514",1,1,23,0.0,0.0,1.0,1.0,1
792,"Oh sure, go with the sissy.",Joey,disgust,negative,74,4,3,23,"00:07:18,187","00:07:20,981",0,1,23,0.0,0.5719424460431655,1.0,0.0,1
794,"Oh no-no-no-no, I meant Chandler.",Joey,anger,negative,74,6,3,23,"00:07:24,485","00:07:26,695",0,1,23,0.37981651376146786,0.0,0.4,1.0,2
817,Rach! Hey! Its fine! Youre at Joeys!,Joey,joy,positive,79,2,6,18,"00:16:31,240","00:16:35,284",1,1,24,0.0,0.0,1.0,1.0,1
824,"I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!",Joey,joy,positive,80,1,9,19,"00:03:56,153","00:04:02,493",1,1,25,0.0,0.0,1.0,1.0,1
833,You'd better act surprised.,Joey,fear,negative,81,4,1,7,"00:11:44,829","00:11:46,287",0,1,26,0.0,0.0,1.0,1.0,1
894,Excellent.,Joey,joy,positive,87,7,1,5,"00:22:11,204","00:22:12,246",1,1,27,0.0,0.0,1.0,1.0,1
901,This sucks! I didnt know I had to stay up all night before I went to this stupid sleep clinic! Im so tired!,Joey,anger,negative,89,0,4,20,"00:09:22,478","00:09:29,651",0,1,28,0.0,0.0,1.0,1.0,1
1036,"You can come in, but your filter-tipped little buddy has to stay outside!",Joey,joy,positive,107,5,1,3,"00:07:56,058","00:08:00,270",1,1,29,0.0,0.0,1.0,1.0,1
1081,Wow thanks!,Joey,joy,positive,111,0,7,1,"00:09:11,801","00:09:14,177",1,1,30,0.0,0.0,1.0,1.0,1
1083,Yeah!,Joey,joy,positive,111,2,7,1,"0:09:18,810","0:09:20,452",1,1,30,0.0,0.5719424460431655,1.0,0.0,2
1119,Its better! You cant go to a museum in your underwear!,Joey,joy,positive,114,3,4,21,"00:21:40,424","00:21:44,135",1,1,31,0.0,0.0,1.0,1.0,1
1120,Oh-ho! I bet the British version is gooooood!,Joey,joy,positive,114,4,4,21,"00:22:00,027","00:22:03,070",1,1,31,0.0,0.5719424460431655,1.0,0.0,2
1151,"Doesn't matter, I'm never gonna get to meet her anyway.",Joey,sadness,negative,119,4,5,17,"00:14:53,475","00:14:58,354",0,0,32,0.0,0.0,1.0,1.0,1
1153,"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",Joey,sadness,negative,119,6,5,17,"00:14:58,522","00:15:04,527",0,0,32,0.6330275229357798,0.0,0.0,1.0,2
1159,I did,Joey,anger,negative,119,12,5,17,"00:15:22,004","00:15:25,131",0,1,32,0.6330275229357798,0.0,0.0,1.0,3
1217,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?",Joey,joy,positive,124,5,5,6,"00:10:40,765","00:10:44,392",1,1,33,0.0,0.0,1.0,1.0,1
1223,"Hey, you guys! Look what I found in the giiiiiiift shop.  Get up! Get up! Get up!",Joey,joy,positive,124,11,5,6,"00:11:05,456","00:11:12,712",1,1,33,0.0,0.5719424460431655,1.0,0.0,2
1237,Are you kidding? I love that guy!  Mornings here! Morning is here,Joey,joy,positive,126,4,4,19,"00:00:56,181","00:01:03,187",1,1,34,0.0,0.0,1.0,1.0,1
1270,"Oh, classy.",Joey,disgust,negative,129,3,3,22,"00:10:22,913","00:10:24,706",0,1,35,0.0,0.0,1.0,1.0,1
1272,"Wow! Yeah I ah, I gave up a job too.",Joey,anger,negative,129,5,3,22,"00:10:33,174","00:10:37,719",0,1,35,0.6330275229357798,0.0,0.0,1.0,2
1274,"Uh, de-clawing cats.",Joey,anger,negative,129,7,3,22,"0:10:38,638","0:10:40,820",0,1,35,0.6330275229357798,0.0,0.0,1.0,3
1277,Well stop by every news stand and burn every copy of their Times and the Post.,Joey,anger,negative,129,10,3,22,"00:10:45,728","00:10:49,939",0,1,35,0.6330275229357798,0.0,0.0,1.0,4
1285,Great.  You got anything thats not,Joey,disgust,negative,130,3,7,5,"00:06:15,833","00:06:20,587",0,1,36,0.0,0.0,1.0,1.0,1
1291,"Huh, Rach I got to say its gonna take a lot of money for me to go out on a date with a dude.",Joey,disgust,negative,130,9,7,5,"00:06:35,937","00:06:40,190",0,1,36,0.6330275229357798,0.0,0.0,1.0,2
1299,"Sure, no problem.  OohHey, donuts!",Joey,joy,positive,130,17,7,5,"0:06:57,925","0:06:58,137",1,1,36,0.6330275229357798,0.0,0.0,1.0,1
1388,"Yeah, for you!",Joey,joy,positive,144,5,7,5,"0:15:20,471","0:15:22,224",1,1,37,0.0,0.0,1.0,1.0,1
1399,"Man, we gotta do something about that guy.",Joey,disgust,negative,145,10,1,20,"00:05:57,148","00:05:58,815",0,1,38,0.0,0.0,1.0,1.0,1
1400,"This morning, I caught him looking into our apartment.",Joey,disgust,negative,145,11,1,20,"00:05:58,983","00:06:01,318",0,1,38,0.6330275229357798,0.0,0.0,1.0,2
1401,It creeps me out!,Joey,anger,negative,145,12,1,20,"0:06:01,486","0:06:02,654",0,1,38,0.6330275229357798,0.0,0.0,1.0,3
1402,I feel like I can't do stuff!,Joey,anger,negative,145,13,1,20,"0:06:02,654","0:06:04,181",0,1,38,0.6330275229357798,0.0,0.0,1.0,4
1404,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",Joey,disgust,negative,145,15,1,20,"00:06:08,993","00:06:14,664",0,1,38,0.6330275229357798,0.0,0.0,1.0,5
1437,How'd you get to that?,Joey,anger,negative,148,3,1,12,"00:07:41,961","00:07:45,088",0,1,39,0.0,0.0,1.0,1.0,1
1449,You'd tell me if you were moving out right,Joey,fear,negative,148,15,1,12,"00:08:12,325","00:08:14,409",0,1,39,0.6330275229357798,0.0,0.0,1.0,2
1451,"Aw, I know all about Kip!",Joey,anger,negative,148,17,1,12,"0:08:16,559","0:08:19,421",0,1,39,0.6330275229357798,0.0,0.0,1.0,3
1453,"Well, let me ask you something, was Kip a better roommate than me?",Joey,sadness,negative,148,19,1,12,"00:08:24,921","00:08:28,798",0,0,39,0.6330275229357798,0.0,0.0,1.0,4
1553,We’re not peeking?,Joey,sadness,negative,158,6,9,1,"00:07:37,206","00:07:39,541",0,0,40,0.0,0.0,1.0,1.0,1
1612,"Well, youre amazing.",Joey,joy,positive,165,1,4,7,"00:14:16,730","00:14:18,106",1,1,41,0.0,0.0,1.0,1.0,1
1616,"Oh, you are the best friends anyone has ever had.",Joey,joy,positive,165,5,4,7,"00:14:35,624","00:14:38,167",1,1,41,0.0,0.5719424460431655,1.0,0.0,2
1618,"Oh-no-no-no, you are!",Joey,joy,positive,165,7,4,7,"00:14:41,255","00:14:42,463",1,1,41,0.0,0.5719424460431655,1.0,0.0,3
1619,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, Im gonna do that.",Joey,joy,positive,165,8,4,7,"00:14:42,673","00:14:50,513",1,1,41,0.0,0.5719424460431655,1.0,0.0,4
1628,I think somebodys got a little crush on Casey.,Joey,joy,positive,165,16,4,7,"00:15:03,569","00:15:07,030",1,1,41,0.0,0.5719424460431655,1.0,0.0,5
1629,How bout I fix you two up?,Joey,joy,positive,165,17,4,7,"0:15:07,323","0:15:08,375",1,1,41,0.0,0.5719424460431655,1.0,0.0,6
1630,What do you think?,Joey,joy,positive,165,18,4,7,"0:15:08,375","0:15:10,097",1,1,41,0.0,0.5719424460431655,1.0,0.0,7
1643,Say you'll stay beside me,Joey,sadness,negative,167,8,3,14,"00:00:49,247","00:00:52,801",0,0,42,0.0,0.0,1.0,1.0,1
1681,Im such a jerk.,Joey,sadness,negative,170,10,3,6,"00:13:12,249","00:13:14,083",0,0,43,0.0,0.0,1.0,1.0,1
1743,"Ooh, look-look-look-look-look! I got Monica naked!",Joey,joy,positive,176,10,1,8,"00:21:02,970","00:21:06,138",1,1,44,0.0,0.0,1.0,1.0,1
1756,Kay!,Joey,joy,positive,178,0,7,18,"00:10:35,301","00:10:37,302",1,1,45,0.0,0.0,1.0,1.0,1
1797,"Man, Im starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",Joey,anger,negative,181,0,7,12,"00:14:20,109","00:14:27,615",0,1,46,0.0,0.0,1.0,1.0,1
1842,Hey!,Joey,joy,positive,184,3,9,20,"0:05:55,676","0:05:56,344",1,1,47,0.0,0.0,1.0,1.0,1
1844,What's happening?,Joey,joy,positive,184,5,9,20,"00:05:57,720","00:05:58,888",1,1,47,0.0,0.5719424460431655,1.0,0.0,2
1849,Stupid Jane Rogers!!,Joey,anger,negative,184,10,9,20,"00:06:17,281","00:06:19,575",0,1,47,0.0,0.5719424460431655,1.0,0.0,1
1855,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,Joey,anger,negative,184,16,9,20,"00:06:36,259","00:06:41,472",0,1,47,0.3246294989414255,0.0,0.48717948717948717,1.0,2
1912,He hooked up!! Tell us about her!,Joey,joy,positive,189,14,5,12,"00:10:05,563","00:10:11,067",1,1,48,0.0,0.0,1.0,1.0,1
1917,"Yeah, we look great together.",Joey,joy,positive,190,2,7,5,"00:21:32,165","00:21:35,751",1,1,49,0.0,0.0,1.0,1.0,1
1924,Hey! Hey! Be careful around my Porsche!,Joey,anger,negative,191,0,6,5,"00:21:19,653","00:21:23,489",0,1,50,0.0,0.0,1.0,1.0,1
1937,Isnt that great?,Joey,joy,positive,192,6,8,7,"00:21:42,134","00:21:44,260",1,1,51,0.0,0.0,1.0,1.0,1
1973,"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",Joey,joy,positive,197,0,5,24,"00:08:26,297","00:08:31,968",1,1,52,0.0,0.0,1.0,1.0,1
1975,"It's me, Joey!",Joey,joy,positive,197,2,5,24,"0:08:33,397","0:08:34,857",1,1,52,0.0,0.5719424460431655,1.0,0.0,2
1977,Joey!,Joey,joy,positive,197,4,5,24,"00:08:37,517","00:08:38,892",1,1,52,0.0,0.5719424460431655,1.0,0.0,3
2004,No! He blew us off!,Joey,anger,negative,200,1,6,23,"0:13:46,826","0:13:48,638",0,1,53,0.0,0.0,1.0,1.0,1
2008,Can I tell you something? Me too.,Joey,anger,negative,200,5,6,23,"00:13:53,415","00:14:01,339",0,1,53,0.6330275229357798,0.0,0.0,1.0,2
2010,Ooooh! Freeze him out.,Joey,joy,positive,200,7,6,23,"0:14:15,187","0:14:16,522",1,1,53,0.6330275229357798,0.0,0.0,1.0,1
2012,I like it!,Joey,joy,positive,200,9,6,23,"00:14:16,772","00:14:18,356",1,1,53,0.0,0.5470753831717236,1.0,0.043478260869565216,2
2042,Hey Ross! The babys kicking!,Joey,joy,positive,203,0,8,14,"00:06:26,200","00:06:28,160",1,1,54,0.0,0.0,1.0,1.0,1
2124,"Yeah, wow, sorry Rach.",Joey,sadness,negative,208,14,5,10,"0:16:14,723","0:16:16,350",0,0,55,0.0,0.0,1.0,1.0,1
2131,You went through my personal property?,Joey,anger,negative,210,3,7,23,"00:18:20,265","00:18:22,934",0,1,56,0.0,0.0,1.0,1.0,1
2133,"Because Vincent, we were lovers.  For two years!",Joey,anger,negative,210,5,7,23,"00:18:31,068","00:18:37,532",0,1,56,0.6330275229357798,0.0,0.0,1.0,2
2135,Great scene yeah?,Joey,joy,positive,210,7,7,23,"00:18:43,372","00:18:44,705",1,1,56,0.6330275229357798,0.0,0.0,1.0,1
2197,"Yknow you wear a white coat, I wear a blue blazer, if that means we cant be friends at work, then so be it.",Joey,sadness,negative,218,6,4,11,"00:12:35,880","00:12:42,302",0,0,57,0.0,0.0,1.0,1.0,1
2207,"Remember when Ross tried to say, ""Butternut squash?""",Joey,joy,positive,219,3,5,8,"00:06:51,285","00:06:53,912",1,1,58,0.0,0.0,1.0,1.0,1
2208,"And it came out, ""Squatternut buash?""",Joey,joy,positive,219,4,5,8,"00:06:54,080","00:06:57,499",1,1,58,0.0,0.5719424460431655,1.0,0.0,2
2270,"Me too! Theres a game on Tuesday, do you wanna go?",Joey,joy,positive,224,4,7,22,"00:05:44,719","00:05:48,388",1,1,59,0.0,0.0,1.0,1.0,1
2311,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",Joey,sadness,negative,228,1,5,11,"00:16:53,562","00:17:06,566",0,0,60,0.0,0.0,1.0,1.0,1
2315,Wow! Cool!,Joey,joy,positive,228,5,5,11,"00:17:23,250","00:17:25,334",1,1,60,0.6330275229357798,0.0,0.0,1.0,1
2386,Hey!,Joey,joy,positive,236,0,4,23,"00:09:08,214","00:09:09,256",1,1,61,0.0,0.0,1.0,1.0,1
2400,Thanks.,Joey,joy,positive,236,14,4,23,"0:10:05,104","0:10:05,581",1,1,61,0.0,0.5719424460431655,1.0,0.0,2
2453,"Oh, ain't that nice? The three of you trying on slutty lingerie together.",Joey,disgust,negative,241,11,9,22,"00:01:54,572","00:02:00,119",0,1,62,0.0,0.0,1.0,1.0,1
2455,"Why would you ruin it, who was that hurtin'?",Joey,disgust,negative,241,13,9,22,"0:02:03,749","0:02:05,578",0,1,62,0.6330275229357798,0.0,0.0,1.0,2
2489,Not now! These are my Thanksgiving pants!,Joey,joy,positive,247,2,8,9,"0:20:49,346","0:20:52,602",1,1,63,0.0,0.0,1.0,1.0,1
2502,But you gotta have turkey on Thanksgiving!,Joey,joy,positive,249,3,8,9,"00:02:17,262","00:02:19,555",1,1,64,0.0,0.0,1.0,1.0,1
2503,"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",Joey,sadness,negative,249,4,8,9,"00:02:19,722","00:02:24,685",0,0,64,0.0,0.5719424460431655,1.0,0.0,1
2504,Or Friday with no two pizzas!,Joey,sadness,negative,249,5,8,9,"00:02:24,853","00:02:28,105",0,0,64,0.18086500655307994,0.0,0.7142857142857143,1.0,2
2506,No there wont! I promise I will finish that turkey!,Joey,joy,positive,249,7,8,9,"00:02:32,902","00:02:35,487",1,1,64,0.29541284403669726,0.0,0.5333333333333333,1.0,1
2508,Thats right!,Joey,joy,positive,249,9,8,9,"0:02:39,784","0:02:40,535",1,1,64,0.0,0.30503597122302156,1.0,0.4666666666666667,2
2509,Cause Im a Tribbiani!,Joey,joy,positive,249,10,8,9,"0:02:40,535","0:02:42,371",1,1,64,0.0,0.5361960431654677,1.0,0.0625,3
2512,We can eat!,Joey,joy,positive,249,13,8,9,"00:02:50,253","00:02:54,965",1,1,64,0.0,0.35196458218040955,1.0,0.38461538461538464,4
2528,Okay-Dokey,Joey,sadness,negative,251,6,3,21,"00:12:02,000","00:12:03,596",0,0,65,0.0,0.0,1.0,1.0,1
2543,"He- he- he got in, he- he got in to San Diego.",Joey,joy,positive,252,14,1,21,"00:15:05,654","00:15:08,702",1,1,66,0.0,0.0,1.0,1.0,1
2605,"All right, I know! I know. Yeah, itll be okay.",Joey,joy,positive,257,0,8,12,"00:20:39,821","00:20:47,286",1,1,67,0.0,0.0,1.0,1.0,1
2611,Terrified.,Joey,fear,negative,257,6,8,12,"00:21:01,969","00:21:04,011",0,1,67,0.0,0.5719424460431655,1.0,0.0,1
2714,"Ooh, Ill play! Ill play!",Joey,joy,positive,272,7,6,1,"00:14:52,057","00:14:54,017",1,1,68,0.0,0.0,1.0,1.0,1
2743,"Dude, this isnt funny!",Joey,anger,negative,274,7,4,22,"0:10:25,791","0:10:27,210",0,1,69,0.0,0.0,1.0,1.0,1
2744,What am I gonna do?!,Joey,fear,negative,274,8,4,22,"0:10:27,210","0:10:28,113",0,1,69,0.6330275229357798,0.0,0.0,1.0,2
2745,"I go to bed last night, everythings cool!",Joey,joy,positive,274,9,4,22,"00:10:28,210","00:10:30,170",1,1,69,0.6330275229357798,0.0,0.0,1.0,1
