Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,ElapsedTime_0,ElapsedTime_1,Sequence_Length
629,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",Chandler,joy,positive,56,6,1,7,"00:02:57,969","00:03:08,103",1,1,16,0.0,0.0,1.0,1.0,1
632,"Og-ee-op, Im not asking for me, Im I mean No, Im-Im not gay, Im not asking you out.",Chandler,fear,negative,57,2,4,10,"00:05:21,362","00:05:28,869",0,1,17,0.0,0.0,1.0,1.0,1
633,Im not-Im not-Im not gay!,Chandler,fear,negative,57,3,4,10,"00:05:27,201","00:05:33,040",0,1,17,0.0,0.8811188811188811,1.0,0.0,2
661,"No. No, not at all, thats-thats ridiculous.",Chandler,sadness,negative,61,5,3,24,"00:21:38,880","00:21:41,465",0,0,18,0.0,0.0,1.0,1.0,1
663,"Ye-ye-yeah, yes I do!",Chandler,sadness,negative,61,7,3,24,"00:21:48,223","00:21:49,557",0,0,18,0.22727272727272727,0.0,0.0,1.0,2
670,Yeah!,Chandler,joy,positive,62,5,8,5,"0:07:36,664","0:07:37,166",1,1,19,0.0,0.0,1.0,1.0,1
682,You cant wear that! Im wearing the famous tux! James Bonds tux!,Chandler,anger,negative,63,5,7,20,"00:10:18,367","00:10:22,495",0,1,20,0.0,0.0,1.0,1.0,1
684,SoIf you wear that youll make mine less special.,Chandler,sadness,negative,63,7,7,20,"00:10:22,663","00:10:26,416",0,0,20,0.0,0.8811188811188811,1.0,0.0,1
685,"Sorry, I just dont like the idea of when I say ""I do,"" hes thinking, ""Yeah, Id do her too!""",Chandler,anger,negative,64,0,7,16,"00:02:15,301","00:02:20,180",0,1,21,0.0,0.0,1.0,1.0,1
748,That's great.,Chandler,joy,positive,69,0,1,5,"00:10:00,223","00:10:04,270",1,1,22,0.0,0.0,1.0,1.0,1
777,"With a chick-chick here, and a chick-chick there.",Chandler,joy,positive,73,1,3,21,"00:08:07,904","00:08:10,155",1,1,23,0.0,0.0,1.0,1.0,1
778,"Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",Chandler,joy,positive,73,2,3,21,"00:08:10,323","00:08:13,074",1,1,23,0.0,0.8811188811188811,1.0,0.0,2
849,I dont even know the man. Okay? Were not that close. I havent seen him in years.,Chandler,disgust,negative,82,3,7,22,"00:03:20,200","00:03:24,203",0,1,24,0.0,0.0,1.0,1.0,1
853,"I hang out with you guys, and he stars in a drag show in Vegas.",Chandler,disgust,negative,82,6,7,22,"00:03:29,542","00:03:35,547",0,1,24,0.0,0.8811188811188811,1.0,0.0,2
857,Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.,Chandler,disgust,negative,82,9,7,22,"00:03:39,260","00:03:45,724",0,1,24,0.0,0.8811188811188811,1.0,0.0,3
977,Hey!,Chandler,joy,positive,99,0,7,19,"0:05:24,907","0:05:25,575",1,1,25,0.0,0.0,1.0,1.0,1
979,Yknow Im-Im really glad we decided not to sleep together before the wedding.,Chandler,joy,positive,99,2,7,19,"00:05:26,909","00:05:30,495",1,1,25,0.0,0.8811188811188811,1.0,0.0,2
985,Thats me! Come on!,Chandler,joy,positive,99,8,7,19,"00:05:49,140","00:05:50,474",1,1,25,0.0,0.8811188811188811,1.0,0.0,3
990,Hi! Nice to meet you!,Chandler,joy,positive,99,13,7,19,"0:06:06,074","0:06:07,506",1,1,25,0.0,0.8811188811188811,1.0,0.0,4
1054,"No thanks, Mom!",Chandler,disgust,negative,109,1,4,14,"00:14:10,516","00:14:12,934",0,1,26,0.0,0.0,1.0,1.0,1
1068,No!,Chandler,anger,negative,109,15,4,14,"0:15:08,991","0:15:09,793",0,1,26,0.0,0.8811188811188811,1.0,0.0,2
1069,That was a test!,Chandler,fear,negative,109,16,4,14,"0:15:09,793","0:15:10,912",0,1,26,0.0,0.8811188811188811,1.0,0.0,3
1070,In a couple of hours Im gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,Chandler,fear,negative,109,17,4,14,"00:15:10,993","00:15:15,371",0,1,26,0.0,0.8811188811188811,1.0,0.0,4
1071,"And then after that, Im gonna get so drunk, Im gonna wanna call Janice",Chandler,fear,negative,109,18,4,14,"00:15:15,539","00:15:18,416",0,1,26,0.0,0.8811188811188811,1.0,0.0,5
1073,Ohhh!!,Chandler,anger,negative,109,20,4,14,"00:15:19,000","00:15:20,335",0,1,26,0.0,0.8811188811188811,1.0,0.0,6
1082,Joe?,Chandler,fear,negative,111,1,7,1,"0:09:17,848","0:09:18,810",0,1,27,0.0,0.0,1.0,1.0,1
1086,"Well, its just the reason that Im asking is because I kind of eh, uh, I was unable toI mean I really wanted to, but I couldnt.",Chandler,fear,negative,111,5,7,1,"00:09:41,956","00:09:48,920",0,1,27,0.0,0.8811188811188811,1.0,0.0,2
1087,"There huhhmm, there-there was an incident.",Chandler,fear,negative,111,6,7,1,"00:09:49,130","00:09:51,298",0,1,27,0.0,0.8811188811188811,1.0,0.0,3
1094,"Take whatever you want, just please dont hurt me.",Chandler,fear,negative,111,13,7,1,"00:08:27,882","00:08:30,550",0,1,27,0.0,0.8811188811188811,1.0,0.0,4
1096,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",Chandler,disgust,negative,111,15,7,1,"00:08:53,241","00:08:59,829",0,1,27,0.0,0.8811188811188811,1.0,0.0,5
1098,"Young! Youre a man-child okay?! Now go get changed because everybodys ready and please, oh please, keep my underwear!",Chandler,disgust,negative,111,17,7,1,"00:09:03,084","00:09:14,177",0,1,27,0.0,0.8811188811188811,1.0,0.0,6
1145,Its not a real game! I made it up!,Chandler,anger,negative,118,4,6,6,"00:21:19,820","00:21:21,904",0,1,28,0.0,0.0,1.0,1.0,1
1178,No you cant.,Chandler,joy,positive,121,2,4,14,"0:12:21,283","0:12:23,221",1,1,29,0.0,0.0,1.0,1.0,1
1180,"You dont want to be guys, youd be all hairy and wouldnt live as long.",Chandler,disgust,negative,121,4,4,14,"00:12:27,163","00:12:32,667",0,1,29,0.0,0.8811188811188811,1.0,0.0,2
1215,"So, rocks.",Chandler,disgust,negative,124,3,5,6,"00:10:22,288","00:10:23,955",0,1,30,0.0,0.0,1.0,1.0,1
1247,No-no!,Chandler,fear,negative,127,1,4,20,"0:08:12,533","0:08:13,555",0,1,31,0.0,0.0,1.0,1.0,1
1248,"No, no-n-n-n-no!!",Chandler,fear,negative,127,2,4,20,"0:08:13,555","0:08:14,966",0,1,31,0.0,0.8811188811188811,1.0,0.0,2
1249,You are going to a clinic!,Chandler,disgust,negative,127,3,4,20,"00:08:16,496","00:08:19,748",0,1,31,0.0,0.8811188811188811,1.0,0.0,3
1250,"Youre going to a clinic, and a pyjama store!",Chandler,disgust,negative,127,4,4,20,"00:08:21,375","00:08:32,469",0,1,31,0.0,0.8811188811188811,1.0,0.0,4
1316,"Come on, pick up, pick up!",Chandler,fear,negative,133,0,6,19,"00:13:42,446","00:13:44,197",0,1,32,0.0,0.0,1.0,1.0,1
1391,"Hey, I've been honing!",Chandler,anger,negative,145,2,1,20,"00:05:29,162","00:05:30,871",0,1,33,0.0,0.0,1.0,1.0,1
1393,"Oh, uh..",Chandler,fear,negative,145,4,1,20,"0:05:33,166","0:05:33,959",0,1,33,0.0,0.8811188811188811,1.0,0.0,2
1394,I want her to think I might be in a restaurant.. y'know?,Chandler,fear,negative,145,5,1,20,"0:05:33,959","0:05:36,229",0,1,33,0.0,0.8811188811188811,1.0,0.0,3
1395,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",Chandler,anger,negative,145,6,1,20,"00:05:36,336","00:05:42,966",0,1,33,0.0,0.8811188811188811,1.0,0.0,4
1424,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Chandler,joy,positive,147,3,1,5,"00:07:21,399","00:07:26,027",1,1,34,0.0,0.0,1.0,1.0,1
1426,Yuh-huh.,Chandler,joy,positive,147,5,1,5,"00:07:31,325","00:07:32,576",1,1,34,0.0,0.8811188811188811,1.0,0.0,2
1428,"Well, you may wanna rethink the dirty underwear.",Chandler,disgust,negative,147,7,1,5,"00:07:37,790","00:07:41,126",0,1,34,0.0,0.8811188811188811,1.0,0.0,3
1434,"Ok, so it's just because it was my table, I have to buy a new one?",Chandler,anger,negative,148,0,1,12,"00:07:31,909","00:07:35,036",0,1,35,0.0,0.0,1.0,1.0,1
1436,"What rule? There's no rule, if anything, you owe me a table!",Chandler,anger,negative,148,2,1,12,"00:07:37,999","00:07:41,543",0,1,35,0.0,0.8811188811188811,1.0,0.0,2
1438,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",Chandler,anger,negative,148,4,1,12,"00:07:45,256","00:07:47,996",0,1,35,0.0,0.8811188811188811,1.0,0.0,3
1440,"Well, let's just say the impressions you made in the butter left little to the imagination.",Chandler,disgust,negative,148,6,1,12,"00:07:50,094","00:07:57,100",0,1,35,0.0,0.8811188811188811,1.0,0.0,4
1452,"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",Chandler,anger,negative,148,18,1,12,"00:08:19,540","00:08:23,877",0,1,35,0.0,0.8811188811188811,1.0,0.0,5
1454,"Aw, don't do that",Chandler,sadness,negative,148,20,1,12,"00:08:29,800","00:08:31,551",0,0,35,0.0,0.8811188811188811,1.0,0.0,1
1543,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",Chandler,joy,positive,157,1,9,20,"00:23:28,645","00:23:33,024",1,1,36,0.0,0.0,1.0,1.0,1
1608,"Seriously dude, 3 years ago.",Chandler,joy,positive,161,1,9,12,"00:09:22,353","00:09:24,479",1,1,37,0.0,0.0,1.0,1.0,1
1617,"Oh, I dont know.",Chandler,fear,negative,165,6,4,7,"00:14:38,961","00:14:41,045",0,1,38,0.0,0.0,1.0,1.0,1
1631,That all the pieces of my life are falling right into place!,Chandler,joy,positive,165,19,4,7,"00:15:10,326","00:15:14,621",1,1,38,0.0,0.8811188811188811,1.0,0.0,2
1699,"Well, you're welcome! Glad I could help.",Chandler,joy,positive,172,8,9,23,"00:06:31,557","00:06:33,183",1,1,39,0.0,0.0,1.0,1.0,1
1730,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,negative,175,9,1,9,"00:08:26,005","00:08:30,091",0,0,40,0.0,0.0,1.0,1.0,1
1732,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,negative,175,11,1,9,"00:08:31,802","00:08:36,223",0,0,40,0.22727272727272727,0.0,0.0,1.0,2
1796,Thats funny. Does it-does it hurt? Does the labor hurt?,Chandler,fear,negative,180,15,8,24,"00:03:28,905","00:03:31,699",0,1,41,0.0,0.0,1.0,1.0,1
1873,F-hah.... flennin....,Chandler,fear,negative,185,12,1,24,"00:09:41,247","00:09:42,998",0,1,42,0.0,0.0,1.0,1.0,1
1922,Im marrying her.,Chandler,joy,positive,190,6,7,5,"00:21:44,469","00:21:46,012",1,1,43,0.0,0.0,1.0,1.0,1
2023,Hey!,Chandler,joy,positive,202,0,6,5,"0:16:55,848","0:16:57,809",1,1,44,0.0,0.0,1.0,1.0,1
2040,"Phoebe, would you take a look at this mess!!!!",Chandler,anger,negative,202,16,6,5,"00:17:49,485","00:17:51,903",0,1,44,0.0,0.8811188811188811,1.0,0.0,2
2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,negative,208,4,5,10,"00:15:29,595","00:15:33,056",0,1,45,0.0,0.0,1.0,1.0,1
2121,"Okay, bye!  Oh my God!!",Chandler,joy,positive,208,11,5,10,"00:16:08,092","00:16:10,677",1,1,45,0.0,0.8811188811188811,1.0,0.0,2
2174,No!,Chandler,sadness,negative,213,4,7,15,"00:22:16,626","00:22:17,793",0,0,46,0.0,0.0,1.0,1.0,1
2204,You did look like an idiot.,Chandler,joy,positive,219,0,5,8,"00:06:44,612","00:06:46,780",1,1,47,0.0,0.0,1.0,1.0,1
2215,"Y'know, for me anyway.",Chandler,sadness,negative,219,10,5,8,"0:07:22,859","0:07:24,381",0,0,47,0.0,0.8811188811188811,1.0,0.0,1
2216,"And of course, the Indians.",Chandler,sadness,negative,219,11,5,8,"0:07:24,381","0:07:25,783",0,0,47,0.21590909090909088,0.0,0.05,1.0,2
2235,"I didnt know you and Carol were getting divorced, Im sorry.",Chandler,sadness,negative,222,4,8,11,"00:03:49,562","00:03:52,022",0,0,48,0.0,0.0,1.0,1.0,1
2250,"Oh yeah. Boy, urine cuts",Chandler,disgust,negative,222,19,8,11,"00:04:42,073","00:04:46,326",0,1,48,0.22727272727272727,0.0,0.0,1.0,1
2256,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",Chandler,sadness,negative,223,5,5,4,"00:12:37,882","00:12:47,432",0,0,49,0.0,0.0,1.0,1.0,1
2319,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",Chandler,joy,positive,229,1,1,7,"00:21:44,928","00:21:50,599",1,1,50,0.0,0.0,1.0,1.0,1
2370,Stop making candy!,Chandler,anger,negative,234,6,7,9,"0:11:42,743","0:11:45,063",0,1,51,0.0,0.0,1.0,1.0,1
2391,"All right, look, youre not really gonna buy that are you? Dont you think youve embarrassed me enough for one day?",Chandler,anger,negative,236,5,4,23,"00:09:28,109","00:09:31,861",0,1,52,0.0,0.0,1.0,1.0,1
2397,"All right, look, if you insist on wearing that, in public, yknow, youre gonna spend the rest of the afternoon all by yourself.",Chandler,disgust,negative,236,11,4,23,"00:09:48,087","00:09:55,176",0,1,52,0.0,0.8811188811188811,1.0,0.0,2
2401,"Okay, wait. All right, thats it, okay, Im out of here. I am not going to be embarrassed anymore!",Chandler,anger,negative,236,15,4,23,"00:10:05,688","00:10:11,192",0,1,52,0.0,0.8811188811188811,1.0,0.0,3
2434,Ba dum bumb cheshhh!,Chandler,joy,positive,239,6,6,7,"00:21:45,554","00:21:46,887",1,1,53,0.0,0.0,1.0,1.0,1
2438,"Yeah, that's the same as ""it has something to do with wind"".",Chandler,fear,negative,240,3,9,23,"00:03:53,900","00:03:57,361",0,1,54,0.0,0.0,1.0,1.0,1
2456,"Julie hi! Chandler Bing, I, I guess you remember me.",Chandler,joy,positive,242,0,7,6,"00:14:01,090","00:14:03,383",1,1,55,0.0,0.0,1.0,1.0,1
2462,"You-you-you didnt know that.  Well, I guess my work here is done!",Chandler,sadness,negative,242,6,7,6,"00:14:29,660","00:14:35,456",0,0,55,0.0,0.8811188811188811,1.0,0.0,1
2515,Look at this!,Chandler,joy,positive,250,1,1,15,"00:15:06,113","00:15:07,780",1,1,56,0.0,0.0,1.0,1.0,1
2517,Yes indeedy!  With a beautiful view of...,Chandler,joy,positive,250,3,1,15,"00:15:14,496","00:15:20,335",1,1,56,0.0,0.8811188811188811,1.0,0.0,2
2550,Really helped speed the process along!,Chandler,joy,positive,253,1,9,21,"00:17:35,888","00:17:38,014",1,1,57,0.0,0.0,1.0,1.0,1
2558,Yeah! yeah... The hard part is over!,Chandler,joy,positive,253,8,9,21,"00:17:55,157","00:17:59,452",1,1,57,0.0,0.8811188811188811,1.0,0.0,2
2560,I haven't... I haven't even thought about the results yet...    I just assumed that everything was gonna be ok.,Chandler,joy,positive,253,10,9,21,"00:18:04,374","00:18:09,337",1,1,57,0.0,0.8811188811188811,1.0,0.0,3
2612,Oh-hey-hey-hey! There you are!,Chandler,joy,positive,258,0,5,3,"00:07:17,311","00:07:18,854",1,1,58,0.0,0.0,1.0,1.0,1
2618,Fine! Maybe I will too!,Chandler,joy,positive,258,6,5,3,"00:07:42,295","00:07:44,379",1,1,58,0.0,0.8811188811188811,1.0,0.0,2
2647,"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice.",Chandler,sadness,negative,262,3,1,5,"0:15:27,176","0:15:42,448",0,0,59,0.0,0.0,1.0,1.0,1
2662,"Okay, are you aware unagi  is an eel?",Chandler,joy,positive,264,4,6,17,"00:09:41,872","00:09:44,833",1,1,60,0.0,0.0,1.0,1.0,1
2666,Im going crazy! Okay? Do you have any thing around here that looks homemade?,Chandler,fear,negative,264,8,6,17,"00:09:52,216","00:09:56,219",0,1,60,0.0,0.8811188811188811,1.0,0.0,2
2717,I cant figure this out!,Chandler,anger,negative,273,1,6,23,"0:00:05,380","0:00:06,465",0,1,61,0.0,0.0,1.0,1.0,1
2718,Its so hard!,Chandler,sadness,negative,273,2,6,23,"0:00:06,465","0:00:07,165",0,0,61,0.0,0.8811188811188811,1.0,0.0,1
2719,Should I get her a  Tiffany cut or a Princess cut or aah-ah!,Chandler,sadness,negative,273,3,6,23,"00:00:07,257","00:00:10,718",0,0,61,0.11363636363636363,0.0,0.5,1.0,2
2720,Paper cut!,Chandler,sadness,negative,273,4,6,23,"00:00:10,885","00:00:12,803",0,0,61,0.09090909090909091,0.0,0.6,1.0,3
2724,"Well, its because I trust you, youre one of my best friends, and you walked in on me when I was looking at ring brochures.",Chandler,anger,negative,273,8,6,23,"00:00:18,685","00:00:25,441",0,1,61,0.08741258741258741,0.0,0.6153846153846154,1.0,1
2739,Ugh.,Chandler,disgust,negative,274,3,4,22,"0:10:14,238","0:10:16,170",0,1,62,0.0,0.0,1.0,1.0,1
2741,You lost the ring!,Chandler,joy,positive,274,5,4,22,"0:10:21,871","0:10:23,013",1,1,62,0.0,0.8811188811188811,1.0,0.0,2
2742,Youre the worst best man ever!,Chandler,anger,negative,274,6,4,22,"0:10:23,013","0:10:24,752",0,1,62,0.0,0.8811188811188811,1.0,0.0,3
2795,You dont think Ive tried? You think I,Chandler,joy,positive,279,9,4,4,"00:03:30,126","00:03:32,002",1,1,63,0.0,0.0,1.0,1.0,1
2797,"Oh Maria. You cant say no to her, shes like this lycra spandex covered gymtreat.",Chandler,joy,positive,279,11,4,4,"00:03:54,067","00:03:59,613",1,1,63,0.0,0.8811188811188811,1.0,0.0,2
2799,No!,Chandler,anger,negative,279,13,4,4,"0:04:04,661","0:04:05,579",0,1,63,0.0,0.8811188811188811,1.0,0.0,3
2801,"Oh no, youll have to come.",Chandler,fear,negative,279,15,4,4,"00:04:07,789","00:04:09,790",0,1,63,0.0,0.8811188811188811,1.0,0.0,4
2854,"Oh, uh, listen, about tonight...",Chandler,sadness,negative,287,1,1,14,"0:02:27,981","0:02:30,243",0,0,64,0.0,0.0,1.0,1.0,1
2857,"Yes, I know, but her friend sounds like such a...",Chandler,anger,negative,287,4,1,14,"00:02:36,114","00:02:40,450",0,1,64,0.22727272727272727,0.0,0.0,1.0,1
2865,"Yes! Way to go, man!  Still got the egg, huh?",Chandler,joy,positive,287,12,1,14,"00:03:00,555","00:03:06,143",1,1,64,0.0,0.2403051493960585,1.0,0.7272727272727273,2
3025,"We cant tell him, you cant go up to a guy you barely know and talk about his.... stuff.",Chandler,anger,negative,302,3,3,13,"00:17:04,648","00:17:08,901",0,1,65,0.0,0.0,1.0,1.0,1
3044,He started mine first!,Chandler,anger,negative,304,9,3,5,"00:11:49,792","00:11:51,626",0,1,66,0.0,0.0,1.0,1.0,1
3046,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Chandler,joy,positive,305,0,3,15,"00:02:33,236","00:02:36,446",1,1,67,0.0,0.0,1.0,1.0,1
3048,Uh-oh.,Chandler,fear,negative,305,2,3,15,"00:02:41,244","00:02:43,162",0,1,67,0.0,0.8811188811188811,1.0,0.0,2
3051,"Okay, that hurt us.",Chandler,joy,positive,305,5,3,15,"00:02:56,384","00:02:58,427",1,1,67,0.0,0.8811188811188811,1.0,0.0,3
3060,"All right, rock on.",Chandler,joy,positive,305,14,3,15,"00:03:28,625","00:03:30,334",1,1,67,0.0,0.8811188811188811,1.0,0.0,4
3090,"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to",Chandler,joy,positive,309,0,4,5,"00:11:45,121","00:12:26,161",1,1,68,0.0,0.0,1.0,1.0,1
3092,"Oh, I just wanted to say, ""Hey!""",Chandler,joy,positive,309,2,4,5,"00:12:31,208","00:12:32,917",1,1,68,0.0,0.8811188811188811,1.0,0.0,2
3104,Our eyes are closed and were about to cross the street. Very good.,Chandler,joy,positive,311,2,4,9,"00:00:07,424","00:00:11,343",1,1,69,0.0,0.0,1.0,1.0,1
3132,"Noo!! I dont care! Im not, Im not gonna playing one-on-one strip poker with you for practice!",Chandler,anger,negative,312,17,3,25,"00:17:25,669","00:17:31,799",0,1,70,0.0,0.0,1.0,1.0,1
3140,It still doesnt work.,Chandler,joy,positive,313,3,6,1,"00:21:44,052","00:21:45,261",1,1,71,0.0,0.0,1.0,1.0,1
3164,"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",Chandler,joy,positive,315,9,4,9,"00:02:13,883","00:02:19,680",1,1,72,0.0,0.0,1.0,1.0,1
3167,"I know you cant stand to be in the same room as me, so I just thought Id try and apologize over the phone.",Chandler,sadness,negative,316,2,4,8,"00:00:05,588","00:00:11,552",0,0,73,0.0,0.0,1.0,1.0,1
3170,"Look I never should have kissed your girlfriend, but Im",Chandler,fear,negative,316,4,4,8,"00:00:19,019","00:00:22,187",0,1,73,0.22727272727272727,0.0,0.0,1.0,1
3223,Im the ruptured spleen.,Chandler,sadness,negative,320,4,6,16,"0:20:07,706","0:20:10,359",0,0,74,0.0,0.0,1.0,1.0,1
3225,Because you shouldnt be with him.  You should be with me.,Chandler,sadness,negative,320,6,6,16,"00:20:19,134","00:20:20,676",0,0,74,0.22727272727272727,0.0,0.0,1.0,2
