Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal,Scene_ID,Influence_0,Influence_1,ElapsedTime_0,ElapsedTime_1,Sequence_Length
513,"Well Ross, you be careful now. You dont want to get a reputation as yknow Professor McNailshisstudents.",Monica,joy,positive,49,3,6,18,"00:13:10,039","00:13:15,001",1,1,11,0.0,0.0,1.0,1.0,1
519,Joey that is so sweet.,Monica,joy,positive,49,9,6,18,"0:13:26,534","0:13:28,570",1,1,11,0.0,0.8705636743215032,1.0,0.0,2
574,Richard!,Monica,joy,positive,53,1,6,24,"00:20:45,911","00:20:47,161",1,1,12,0.0,0.0,1.0,1.0,1
638,"Umm, excuse me, we switched apartments. You cant eat are food anymore, that-that gravy train had ended.",Monica,anger,negative,58,4,4,13,"00:02:45,248","00:02:51,044",0,1,13,0.0,0.0,1.0,1.0,1
714,"I love you, too.",Monica,joy,positive,66,9,3,6,"00:15:06,947","00:15:09,324",1,1,14,0.0,0.0,1.0,1.0,1
716,What? Im just said.,Monica,sadness,negative,66,11,3,6,"00:15:15,497","00:15:16,998",0,0,14,0.0,0.8705636743215032,1.0,0.0,1
832,Oh my God! I love him!,Monica,joy,positive,81,3,1,7,"00:11:42,743","00:11:44,577",1,1,15,0.0,0.0,1.0,1.0,1
835,My surprise party!,Monica,joy,positive,81,6,1,7,"0:11:47,381","0:11:48,773",1,1,15,0.0,0.8705636743215032,1.0,0.0,2
837,Oh stop it. Joey already told me.,Monica,joy,positive,81,8,1,7,"00:11:49,041","00:11:53,086",1,1,15,0.0,0.8705636743215032,1.0,0.0,3
848,Chandler! Hes your father.  he should be at the wedding.,Monica,anger,negative,82,2,7,22,"00:03:17,155","00:03:20,032",0,1,16,0.0,0.0,1.0,1.0,1
850,Well what are you gonna do when he finds out he wasnt even asked?!,Monica,sadness,negative,82,4,7,22,"00:03:24,370","00:03:26,914",0,0,16,0.0,0.8705636743215032,1.0,0.0,1
864,"No-no, Rachel, dont get it! He cant see us!",Monica,fear,negative,84,0,4,20,"00:20:58,674","00:21:01,050",0,1,17,0.0,0.0,1.0,1.0,1
895,"We ripped that couple apart, and kept the pieces for ourselves.",Monica,joy,positive,87,8,1,5,"00:22:12,497","00:22:16,751",1,1,18,0.0,0.0,1.0,1.0,1
930,Ow!! Ow!!!,Monica,disgust,negative,93,6,4,1,"00:09:28,693","00:09:30,819",0,1,19,0.0,0.0,1.0,1.0,1
953,Umm.  Umm. Umm. I don't think so.,Monica,joy,positive,95,5,5,3,"0:04:21,386","0:04:22,304",1,1,20,0.0,0.0,1.0,1.0,1
978,Hey!,Monica,joy,positive,99,1,7,19,"0:05:25,575","0:05:26,813",1,1,21,0.0,0.0,1.0,1.0,1
980,"Oh boy, me too!",Monica,joy,positive,99,3,7,19,"00:05:30,705","00:05:32,998",1,1,21,0.0,0.8705636743215032,1.0,0.0,2
982,Yeah?,Monica,fear,negative,99,5,7,19,"00:05:38,379","00:05:39,522",0,1,21,0.0,0.8705636743215032,1.0,0.0,3
984,"The wedding is off, sloppy and immature!",Monica,anger,negative,99,7,7,19,"00:05:46,304","00:05:48,972",0,1,21,0.0,0.8705636743215032,1.0,0.0,4
988,Shrill?! The wedding is back on!,Monica,anger,negative,99,11,7,19,"00:05:57,440","00:05:59,900",0,1,21,0.0,0.8705636743215032,1.0,0.0,5
994,Chandler!,Monica,anger,negative,99,17,7,19,"0:06:29,847","0:06:30,682",0,1,21,0.0,0.8705636743215032,1.0,0.0,6
1057,"Very good,  so good.",Monica,joy,positive,109,4,4,14,"00:14:30,160","00:14:33,454",1,1,22,0.0,0.0,1.0,1.0,1
1074,I think somebody needs another lap dance.,Monica,joy,positive,109,21,4,14,"00:15:22,129","00:15:24,714",1,1,22,0.0,0.8705636743215032,1.0,0.0,2
1080,Hey! How was sailing?,Monica,joy,positive,110,5,7,3,"00:08:17,121","00:08:19,915",1,1,23,0.0,0.0,1.0,1.0,1
1105,Do you always have to bring him here?,Monica,anger,negative,113,1,1,10,"00:07:45,965","00:07:47,966",0,1,24,0.0,0.0,1.0,1.0,1
1137,"Oh, um, I dont know if thats a good idea.",Monica,joy,positive,117,0,3,13,"00:02:23,560","00:02:25,727",1,1,25,0.0,0.0,1.0,1.0,1
1139,"No, I just I think that its too soon.",Monica,joy,positive,117,2,3,13,"00:02:29,732","00:02:31,567",1,1,25,0.0,0.8705636743215032,1.0,0.0,2
1161,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",Monica,joy,positive,120,1,4,12,"00:13:07,661","00:13:13,041",1,1,26,0.0,0.0,1.0,1.0,1
1177,"Yeah, come on, we can be guys!",Monica,joy,positive,121,1,4,14,"0:12:19,864","0:12:21,283",1,1,27,0.0,0.0,1.0,1.0,1
1185,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,fear,negative,122,1,3,18,"00:06:49,492","00:06:53,120",0,1,28,0.0,0.0,1.0,1.0,1
1191,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.",Monica,joy,positive,122,7,3,18,"00:07:08,386","00:07:15,475",1,1,28,0.0,0.8705636743215032,1.0,0.0,2
1245,Shut up! This place is a hole!,Monica,anger,negative,126,12,4,19,"00:01:33,426","00:01:35,344",0,1,29,0.0,0.0,1.0,1.0,1
1254,Nice! Wow Phoebe you are good!,Monica,joy,positive,128,3,8,14,"00:07:46,240","00:07:49,320",1,1,30,0.0,0.0,1.0,1.0,1
1256,No. Ooohh,Monica,joy,positive,128,5,8,14,"00:07:55,000","00:07:56,400",1,1,30,0.0,0.8705636743215032,1.0,0.0,2
1258,Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!,Monica,joy,positive,128,7,8,14,"00:08:03,400","00:08:14,800",1,1,30,0.0,0.8705636743215032,1.0,0.0,3
1260,Oh God Phoebe!!  Oh thats it! Thats it! Right there! Oh!  Ooooh-oooh-ooooh,Monica,joy,positive,128,9,8,14,"00:08:15,480","00:08:22,600",1,1,30,0.0,0.8705636743215032,1.0,0.0,4
1303,"Sorry, Pheebs.",Monica,sadness,negative,131,1,3,14,"00:21:21,989","00:21:24,532",0,0,31,0.0,0.0,1.0,1.0,1
1352,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,Monica,joy,positive,138,10,5,12,"00:12:36,756","00:12:44,304",1,1,32,0.0,0.0,1.0,1.0,1
1362,All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,Monica,joy,positive,139,3,5,9,"00:21:48,557","00:21:54,854",1,1,33,0.0,0.0,1.0,1.0,1
1364,Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,Monica,joy,positive,139,5,5,9,"00:21:55,105","00:22:02,778",1,1,33,0.0,0.8705636743215032,1.0,0.0,2
1398,"Great, now he's waving back.",Monica,disgust,negative,145,9,1,20,"00:05:53,102","00:05:55,729",0,1,34,0.0,0.0,1.0,1.0,1
1403,What kinda stuff?,Monica,joy,positive,145,14,1,20,"00:06:05,031","00:06:07,240",1,1,34,0.0,0.8705636743215032,1.0,0.0,2
1503,"Oh, well dont take it to the same place you took the stereo, cause theyve had that thing for over a week.",Monica,disgust,negative,153,8,3,6,"00:09:44,333","00:10:00,015",0,1,35,0.0,0.0,1.0,1.0,1
1544,"Oh, you're so wonderful.",Monica,joy,positive,157,2,9,20,"00:23:33,191","00:23:34,985",1,1,36,0.0,0.0,1.0,1.0,1
1590,Well theres some people who do want to marry me.,Monica,anger,negative,163,1,6,25,"00:06:51,786","00:06:54,538",0,1,37,0.0,0.0,1.0,1.0,1
1592,Yeah! Richard!,Monica,anger,negative,163,3,6,25,"0:06:55,373","0:06:57,269",0,1,37,0.0,0.8705636743215032,1.0,0.0,2
1597,That-that hes a-a complex fellow whos unlikely to take a wife!,Monica,anger,negative,163,8,6,25,"00:07:11,806","00:07:15,308",0,1,37,0.0,0.8705636743215032,1.0,0.0,3
1598,That-that hes against marriage and always will be!,Monica,anger,negative,163,9,6,25,"00:07:15,560","00:07:18,103",0,1,37,0.0,0.8705636743215032,1.0,0.0,4
1641,Look at you. All jealous.,Monica,anger,negative,167,6,3,14,"00:00:36,369","00:00:38,412",0,1,38,0.0,0.0,1.0,1.0,1
1673,So?!,Monica,disgust,negative,170,2,3,6,"00:12:45,055","00:12:46,347",0,1,39,0.0,0.0,1.0,1.0,1
1675,Yeah huh!! Cover yourself up!,Monica,disgust,negative,170,4,3,6,"00:12:51,937","00:12:53,021",0,1,39,0.0,0.8705636743215032,1.0,0.0,2
1677,"I dont believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",Monica,disgust,negative,170,6,3,6,"00:12:54,982","00:13:00,528",0,1,39,0.0,0.8705636743215032,1.0,0.0,3
1714,Thank you!,Monica,joy,positive,174,1,9,19,"0:05:57,443","0:05:57,780",1,1,40,0.0,0.0,1.0,1.0,1
1716,Thank you!    You haven't said anything...,Monica,joy,positive,174,3,9,19,"00:06:00,611","00:06:07,993",1,1,40,0.0,0.8705636743215032,1.0,0.0,2
1722,You owe me 20 bucks.,Monica,joy,positive,175,1,1,9,"0:07:55,850","0:07:58,290",1,1,41,0.0,0.0,1.0,1.0,1
1781,Hey!,Monica,joy,positive,180,0,8,24,"0:02:27,844","0:02:28,971",1,1,42,0.0,0.0,1.0,1.0,1
1785,I cant believe this is taking so long. How are you doing?,Monica,sadness,negative,180,4,8,24,"00:02:29,220","00:02:32,098",0,0,42,0.0,0.8705636743215032,1.0,0.0,1
1804,"Oh, honey, I'm sorry.",Monica,sadness,negative,182,2,5,10,"00:07:03,089","00:07:04,506",0,0,43,0.0,0.0,1.0,1.0,1
1806,You had no relationship!!,Monica,anger,negative,182,4,5,10,"00:07:11,764","00:07:13,598",0,1,43,0.2345679012345679,0.0,0.0,1.0,1
1808,"Oh God, stop with the plan!",Monica,anger,negative,182,6,5,10,"00:07:18,771","00:07:22,149",0,1,43,0.0,0.4643006263048017,1.0,0.4666666666666667,2
1810,Who cares?!,Monica,anger,negative,182,8,5,10,"0:07:25,611","0:07:27,363",0,1,43,0.0,0.5935661415828432,1.0,0.3181818181818182,3
1811,That doesn't mean anything!,Monica,anger,negative,182,9,5,10,"0:07:27,363","0:07:27,585",0,1,43,0.0,0.7980167014613778,1.0,0.08333333333333333,4
1898,"I'm telling you, something's wrong! My brother does not stay out all night.",Monica,fear,negative,189,0,5,12,"00:09:12,760","00:09:15,887",0,1,44,0.0,0.0,1.0,1.0,1
1904,Oh my God!  Where the hell have you been?!!,Monica,anger,negative,189,6,5,12,"00:09:30,528","00:09:34,447",0,1,44,0.0,0.8705636743215032,1.0,0.0,2
1920,Wow! Imagine what our kids would look like!,Monica,joy,positive,190,4,7,5,"00:21:38,338","00:21:40,464",1,1,45,0.0,0.0,1.0,1.0,1
2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,joy,positive,207,0,3,15,"00:14:12,393","00:14:21,192",1,1,46,0.0,0.0,1.0,1.0,1
2103,Im also thinking about opening up my own restaurant.,Monica,joy,positive,207,13,3,15,"00:15:29,845","00:15:32,221",1,1,46,0.0,0.8705636743215032,1.0,0.0,2
2108,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,negative,207,18,3,15,"00:15:47,821","00:15:50,990",0,1,46,0.0,0.8705636743215032,1.0,0.0,3
2148,"Well, at least youre not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,negative,211,8,7,2,"00:09:54,343","00:09:57,220",0,1,47,0.0,0.0,1.0,1.0,1
2150,"Anyway, were really excited about our wedding plans, and well I guess pretty soon well be making a big withdrawal from the Monica wedding fund.",Monica,joy,positive,211,10,7,2,"00:10:00,725","00:10:09,190",1,1,47,0.0,0.8705636743215032,1.0,0.0,2
2156,Did that!,Monica,joy,positive,212,1,3,16,"00:07:29,073","00:07:30,532",1,1,48,0.0,0.0,1.0,1.0,1
2160,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",Monica,disgust,negative,212,5,3,16,"00:07:44,380","00:07:50,010",0,1,48,0.0,0.8705636743215032,1.0,0.0,2
2162,Thats because their nerves are probably deadened from being so stupid.,Monica,anger,negative,212,7,3,16,"00:07:55,683","00:07:58,852",0,1,48,0.0,0.8705636743215032,1.0,0.0,3
2195,I eat by myself in the alley because everybody hates me.,Monica,sadness,negative,218,4,4,11,"00:12:25,661","00:12:29,998",0,0,49,0.0,0.0,1.0,1.0,1
2210,That's it. That's my worse Thanksgiving.,Monica,sadness,negative,219,6,5,8,"00:07:04,006","00:07:05,799",0,0,50,0.0,0.0,1.0,1.0,1
2213,"Umm, I-I really don't want to tell this story.",Monica,sadness,negative,219,8,5,8,"00:07:13,891","00:07:16,351",0,0,50,0.2345679012345679,0.0,0.0,1.0,2
2217,"Look umm, of all people, you do not want me to tell this story!",Monica,anger,negative,219,12,5,8,"00:07:27,363","00:07:30,240",0,1,50,0.2345679012345679,0.0,0.0,1.0,1
2244,"Okay, Ill see you tomorrow!",Monica,joy,positive,222,13,8,11,"00:04:26,015","00:04:28,058",1,1,51,0.0,0.0,1.0,1.0,1
2246,I-I cannot spend another evening with that man.,Monica,disgust,negative,222,15,8,11,"00:04:32,021","00:04:34,106",0,1,51,0.0,0.8705636743215032,1.0,0.0,2
2247,Do you remember how he behaved at our wedding?,Monica,disgust,negative,222,16,8,11,"00:04:34,274","00:04:36,275",0,1,51,0.0,0.8705636743215032,1.0,0.0,3
2249,Thats because he wasnt invited because of the way he behaved at our engagement party.,Monica,disgust,negative,222,18,8,11,"00:04:36,442","00:04:41,905",0,1,51,0.0,0.8705636743215032,1.0,0.0,4
2346,"Ok, hypothetically, why won't I be married when I'm 40?",Monica,anger,negative,232,5,1,23,"00:05:29,120","00:05:32,122",0,1,52,0.0,0.0,1.0,1.0,1
2348,What is it? Is there something fundamentally unmarriable about me?,Monica,anger,negative,232,7,1,23,"00:05:34,709","00:05:37,210",0,1,52,0.0,0.8705636743215032,1.0,0.0,2
2375,"Oh, you really want to talk about getting people to like you huh, funny man?",Monica,anger,negative,234,11,7,9,"00:11:55,673","00:11:59,759",0,1,53,0.0,0.0,1.0,1.0,1
2376,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT!",Monica,anger,negative,235,0,6,10,"00:20:52,417","00:20:58,839",0,1,54,0.0,0.0,1.0,1.0,1
2378,"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!",Monica,joy,positive,235,2,6,10,"00:21:06,014","00:21:12,812",1,1,54,0.0,0.8705636743215032,1.0,0.0,2
2384,I cant do it!,Monica,sadness,negative,235,8,6,10,"00:21:41,341","00:21:42,508",0,0,54,0.0,0.8705636743215032,1.0,0.0,1
2404,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",Monica,anger,negative,237,2,3,12,"00:16:16,684","00:16:26,526",0,1,55,0.0,0.0,1.0,1.0,1
2407,You don't even know me...,Monica,anger,negative,237,5,3,12,"0:16:40,851","0:16:41,003",0,1,55,0.0,0.8705636743215032,1.0,0.0,2
2411,"I'm sorry, my friend Phoebe...",Monica,sadness,negative,237,9,3,12,"00:16:55,973","00:16:59,976",0,0,55,0.0,0.8705636743215032,1.0,0.0,1
2465,"Okay, stop it Phoebe, youre getting me all tingly.",Monica,joy,positive,245,2,7,18,"00:06:59,460","00:07:01,503",1,1,56,0.0,0.0,1.0,1.0,1
2471,"Oh, I havent had that feeling since I first started going out with Chandler.",Monica,joy,positive,245,8,7,18,"00:07:21,399","00:07:26,570",1,1,56,0.0,0.8705636743215032,1.0,0.0,2
2472,"Wow, Im never gonna have that feeling again, am I?",Monica,sadness,negative,245,9,7,18,"00:07:21,399","00:07:31,283",0,0,56,0.0,0.8705636743215032,1.0,0.0,1
2474,"No, a guy would be saying, ""Im never gonna get to sleep with anyone else.""",Monica,disgust,negative,245,11,7,18,"00:07:31,451","00:07:35,495",0,1,56,0.0,0.0,1.0,1.0,1
2476,Im never gonna get to sleep with anyone else!,Monica,sadness,negative,245,13,7,18,"0:07:36,581","0:07:38,240",0,0,56,0.0,0.5803757828810022,1.0,0.3333333333333333,1
2478,"I mean, IIm never gonna have a first kiss again.",Monica,sadness,negative,245,15,7,18,"00:07:43,921","00:07:47,924",0,0,56,0.09773662551440328,0.0,0.5833333333333334,1.0,2
2496,"Okay, Im next.  Dont! Dont start another game! I said Im next! Phoebe!",Monica,anger,negative,248,5,8,12,"00:03:18,448","00:03:23,410",0,1,57,0.0,0.0,1.0,1.0,1
2498,Chandler! Phoebes hogging the game!,Monica,anger,negative,248,7,8,12,"00:03:27,624","00:03:31,210",0,1,57,0.0,0.8705636743215032,1.0,0.0,2
2505,All right fine! If it means that much to you! But justtheres gonna be a ton left over.,Monica,sadness,negative,249,6,8,9,"00:02:29,149","00:02:32,734",0,0,58,0.0,0.0,1.0,1.0,1
2562,"Phoebe, where's your purse?",Monica,fear,negative,254,0,9,17,"00:09:52,246","00:09:54,623",0,1,59,0.0,0.0,1.0,1.0,1
2563,"No, no! Give it to me!",Monica,anger,negative,254,1,9,17,"00:09:57,209","00:10:00,796",0,1,59,0.0,0.8705636743215032,1.0,0.0,2
2565,Give it to me!,Monica,anger,negative,254,3,9,17,"0:10:00,715","0:10:00,860",0,1,59,0.0,0.8705636743215032,1.0,0.0,3
2567,I'll go in there.,Monica,anger,negative,254,5,9,17,"0:10:05,176","0:10:06,358",0,1,59,0.0,0.8705636743215032,1.0,0.0,4
2570,Haha!,Monica,joy,positive,254,8,9,17,"00:10:13,309","00:10:14,997",1,1,59,0.0,0.8705636743215032,1.0,0.0,5
2572,"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.",Monica,disgust,negative,255,0,1,22,"00:12:32,084","00:12:38,965",0,1,60,0.0,0.0,1.0,1.0,1
2576,"Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?",Monica,disgust,negative,255,4,1,22,"00:12:51,520","00:12:59,527",0,1,60,0.0,0.8705636743215032,1.0,0.0,2
2578,Don't say it.,Monica,fear,negative,255,6,1,22,"0:12:59,695","0:13:00,747",0,1,60,0.0,0.8705636743215032,1.0,0.0,3
2582,"Well,fall out of it.",Monica,anger,negative,255,10,1,22,"00:13:07,745","00:13:09,162",0,1,60,0.0,0.8705636743215032,1.0,0.0,4
2583,"You know, you shouldn't even be here, it's a school night.",Monica,anger,negative,255,11,1,22,"00:13:09,330","00:13:12,749",0,1,60,0.0,0.8705636743215032,1.0,0.0,5
2584,"Oh god, oh god.",Monica,joy,positive,255,12,1,22,"00:13:14,752","00:13:16,669",1,1,60,0.0,0.8705636743215032,1.0,0.0,6
2585,I'm like those women that you see with shiny guys named Chad.,Monica,disgust,negative,255,13,1,22,"00:13:16,837","00:13:22,091",0,1,60,0.0,0.8705636743215032,1.0,0.0,7
2586,I'm Joan Collins.,Monica,disgust,negative,255,14,1,22,"00:13:24,845","00:13:27,055",0,1,60,0.0,0.8705636743215032,1.0,0.0,8
2655,"Op, can I just tell you something? Very flattered but umm, Im engaged.",Monica,joy,positive,263,6,7,18,"00:04:33,231","00:04:42,197",1,1,61,0.0,0.0,1.0,1.0,1
2656,Well you should be embarrassed.,Monica,disgust,negative,263,7,7,18,"00:04:47,745","00:04:49,705",0,1,61,0.0,0.8705636743215032,1.0,0.0,2
2789,"Joey, please dont do that. I think its best that we just forget about it.",Monica,fear,negative,279,3,4,4,"00:03:02,974","00:03:05,475",0,1,62,0.0,0.0,1.0,1.0,1
2918,Yeah! Thats why Im sleeping with him on the side.,Monica,sadness,negative,293,10,6,21,"00:13:27,807","00:13:30,391",0,0,63,0.0,0.0,1.0,1.0,1
2968,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Monica,joy,positive,297,1,4,20,"00:08:47,109","00:08:53,114",1,1,64,0.0,0.0,1.0,1.0,1
2977,Let go!,Monica,anger,negative,298,0,3,9,"0:22:08,368","0:22:08,952",0,1,65,0.0,0.0,1.0,1.0,1
2984,Let go!,Monica,anger,negative,298,6,3,9,"0:22:35,605","0:22:36,285",0,1,65,0.0,0.8705636743215032,1.0,0.0,2
3043,"Ah-ah-ah, now you started this, you will finish it.",Monica,anger,negative,304,8,3,5,"00:11:46,622","00:11:49,624",0,1,66,0.0,0.0,1.0,1.0,1
3071,Because! You could get to live out my fantasy!,Monica,joy,positive,307,1,4,17,"00:04:08,831","00:04:12,542",1,1,67,0.0,0.0,1.0,1.0,1
3098,"Hey, Rach! I made a pile of your stuff over on this side of the room. If you could justthrow your purses at it.",Monica,sadness,negative,310,3,4,13,"00:02:14,717","00:02:22,516",0,0,68,0.0,0.0,1.0,1.0,1
3103,"Come on, no peeking!",Monica,joy,positive,311,1,4,9,"0:00:06,801","0:00:07,312",1,1,69,0.0,0.0,1.0,1.0,1
3109,"All right, umm, were not gonna really keep it this way though.",Monica,joy,positive,311,7,4,9,"0:00:30,113","0:00:33,005",1,1,69,0.0,0.8705636743215032,1.0,0.0,2
3157,"Well, Im gonna fill in for him as food critic for the Chelsea Reporter.",Monica,joy,positive,315,2,4,9,"00:01:44,145","00:01:47,606",1,1,70,0.0,0.0,1.0,1.0,1
3158,"Wow, Monica! What an amazing opportunity to influence dozens of people.",Monica,joy,positive,315,3,4,9,"00:01:47,774","00:01:54,321",1,1,70,0.0,0.8705636743215032,1.0,0.0,2
3163,Oh.,Monica,joy,positive,315,8,4,9,"00:02:12,000","00:02:13,006",1,1,70,0.0,0.8705636743215032,1.0,0.0,3
3197,"Ooh, nice.",Monica,joy,positive,319,1,3,23,"00:17:40,476","00:17:42,977",1,1,71,0.0,0.0,1.0,1.0,1
3213,And I suppose you used a ring designer for that.,Monica,joy,positive,319,17,3,23,"00:18:56,760","00:18:59,679",1,1,71,0.0,0.8705636743215032,1.0,0.0,2
3218,My parents will be so happy.,Monica,disgust,negative,319,22,3,23,"00:19:13,402","00:19:15,653",0,1,71,0.0,0.8705636743215032,1.0,0.0,3
3224,Why would you do that?,Monica,joy,positive,320,5,6,16,"00:20:11,919","00:20:15,504",1,1,72,0.0,0.0,1.0,1.0,1
3251,Oh my God Stu! I-I cant believe you did this! Now are you absolutely sure shes a hooker?,Monica,disgust,negative,322,0,8,8,"00:14:17,189","00:14:22,569",0,1,73,0.0,0.0,1.0,1.0,1
3253,Would you look at them. Am I ever gonna find a boyfriend again? I gonna die an old maid.,Monica,sadness,negative,323,0,3,25,"00:02:23,935","00:02:31,316",0,0,74,0.0,0.0,1.0,1.0,1
3269,Are you really gonna do this?,Monica,fear,negative,326,5,8,1,"00:21:11,353","00:21:12,853",0,1,75,0.0,0.0,1.0,1.0,1
3291,"How about, youre moving!!",Monica,joy,positive,329,0,6,6,"00:12:50,478","00:12:52,103",1,1,76,0.0,0.0,1.0,1.0,1
3295,I am not!,Monica,anger,negative,329,4,6,6,"00:13:14,376","00:13:15,460",0,1,76,0.0,0.8705636743215032,1.0,0.0,2
3298,No Phoebe I am mad!,Monica,anger,negative,329,7,6,6,"0:13:33,854","0:13:35,106",0,1,76,0.0,0.8705636743215032,1.0,0.0,3
3315,"See, didn't I tell you?! You're getting over Ross already!",Monica,joy,positive,331,8,5,2,"00:08:13,075","00:08:17,078",1,1,77,0.0,0.0,1.0,1.0,1
3365,No.,Monica,sadness,negative,336,6,3,10,"00:12:29,915","00:12:32,959",0,0,78,0.0,0.0,1.0,1.0,1
3366,"No, just, just, just a couple more boxes.",Monica,anger,negative,336,7,3,10,"00:12:29,915","00:12:35,211",0,1,78,0.2345679012345679,0.0,0.0,1.0,1
3367,"It-it-its no big deal, all right, Im-Im cool.",Monica,fear,negative,336,8,3,10,"00:12:29,915","00:12:39,591",0,1,78,0.12943632567849686,0.8705636743215032,0.0,0.0,2
3368,You gotta help me out with a couple more boxes!,Monica,sadness,negative,336,9,3,10,"00:12:33,502","00:12:44,137",0,0,78,0.0,0.0,1.0,1.0,1
3370,Oh God!,Monica,sadness,negative,336,11,3,10,"00:12:48,184","00:12:49,225",0,0,78,0.04938271604938271,0.0,0.7894736842105263,1.0,2
3424,Enough!,Monica,anger,negative,339,3,4,10,"00:21:02,010","00:21:03,469",0,1,79,0.0,0.0,1.0,1.0,1
